,Nose_x,Neck_x,RShoulder_x,RElbow_x,RWrist_x,LShoulder_x,LElbow_x,LWrist_x,MidHip_x,RHip_x,RKnee_x,RAnkle_x,LHip_x,LKnee_x,LAnkle_x,REye_x,LEye_x,REar_x,LEar_x,LBigToe_x,LSmallToe_x,LHeel_x,RBigToe_x,RSmallToe_x,RHeel_x,Nose_y,Neck_y,RShoulder_y,RElbow_y,RWrist_y,LShoulder_y,LElbow_y,LWrist_y,MidHip_y,RHip_y,RKnee_y,RAnkle_y,LHip_y,LKnee_y,LAnkle_y,REye_y,LEye_y,REar_y,LEar_y,LBigToe_y,LSmallToe_y,LHeel_y,RBigToe_y,RSmallToe_y,RHeel_y
10,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
11,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
12,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
13,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
14,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
15,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
16,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
17,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
18,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
19,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
20,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
21,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
22,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
23,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
24,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
25,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
26,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
27,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
28,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
29,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
30,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
31,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
32,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
33,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
34,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
35,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
36,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
37,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
38,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
39,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
40,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
41,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
42,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
43,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
44,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
45,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
46,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
47,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
48,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
49,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
50,274.518,300.513,280.498,271.494,265.503,322.515,320.489,292.511,293.495,279.487,238.51,254.521,308.506,260.537,0.0,275.469,277.488,0.0,294.507,0.0,0.0,0.0,252.521,0.0,258.496,159.473,131.502,137.48,103.48500000000001,81.511,129.461,83.48400000000001,60.497000000000014,65.50999999999999,70.50399999999999,42.53800000000001,0.4759999999999991,59.51400000000001,19.540999999999997,270.0,162.539,162.55599999999998,270.0,162.53300000000002,270.0,270.0,270.0,0.4590000000000032,270.0,0.464999999999975
