Nose_x,Neck_x,RShoulder_x,RElbow_x,RWrist_x,LShoulder_x,LElbow_x,LWrist_x,MidHip_x,RHip_x,RKnee_x,RAnkle_x,LHip_x,LKnee_x,LAnkle_x,REye_x,LEye_x,REar_x,LEar_x,LBigToe_x,LSmallToe_x,LHeel_x,RBigToe_x,RSmallToe_x,RHeel_x,Nose_y,Neck_y,RShoulder_y,RElbow_y,RWrist_y,LShoulder_y,LElbow_y,LWrist_y,MidHip_y,RHip_y,RKnee_y,RAnkle_y,LHip_y,LKnee_y,LAnkle_y,REye_y,LEye_y,REar_y,LEar_y,LBigToe_y,LSmallToe_y,LHeel_y,RBigToe_y,RSmallToe_y,RHeel_y,time
275.508,297.506,271.483,261.537,252.488,323.459,323.446,299.478,291.525,275.511,237.502,0.0,308.492,265.514,0.0,275.486,282.472,0.0,299.499,0.0,0.0,0.0,0.0,0.0,0.0,162.469,137.467,139.482,101.49600000000001,72.48500000000001,131.54,85.49799999999999,59.50800000000001,65.52000000000001,68.49700000000001,34.5,270.0,62.491000000000014,19.507000000000005,270.0,169.45999999999998,168.47899999999998,270.0,167.486,270.0,270.0,270.0,270.0,270.0,270.0,1.76
275.491,297.51,271.498,261.541,252.496,323.456,323.445,299.489,291.517,275.51,237.506,0.0,308.487,265.504,0.0,275.479,281.501,0.0,299.495,0.0,0.0,0.0,0.0,0.0,0.0,162.487,137.482,139.502,101.50399999999999,72.50899999999999,132.499,86.50200000000001,59.50399999999999,65.52799999999999,68.501,34.49199999999999,270.0,62.504999999999995,19.531000000000006,270.0,169.471,168.5,270.0,167.501,270.0,270.0,270.0,270.0,270.0,270.0,1.8
275.482,297.512,271.503,262.487,252.511,323.454,323.446,299.505,291.507,275.5,237.507,0.0,308.48,265.505,0.0,275.478,281.48,0.0,299.47,0.0,0.0,0.0,0.0,0.0,0.0,162.507,137.479,139.5,101.52000000000001,73.465,132.494,86.5,59.524,65.52600000000001,68.499,34.494,270.0,62.504999999999995,19.526999999999987,270.0,169.475,168.515,270.0,167.498,270.0,270.0,270.0,270.0,270.0,270.0,1.84
164.49,161.483,137.505,138.492,167.502,182.515,189.505,188.49,164.463,149.509,185.479,0.0,179.457,205.503,0.0,156.55,170.507,148.507,177.48,0.0,0.0,0.0,0.0,0.0,0.0,163.50900000000001,131.502,130.457,85.499,89.537,135.503,102.487,90.495,67.48500000000001,65.513,22.488,270.0,70.483,32.49600000000001,270.0,169.50799999999998,170.45659999999998,162.54000000000002,163.526,270.0,270.0,270.0,270.0,270.0,270.0,1.8800000000000001
275.469,298.461,271.505,262.508,253.487,323.458,322.516,299.517,291.516,275.507,237.498,0.0,308.484,265.511,0.0,275.472,280.51,0.0,299.45,0.0,0.0,0.0,0.0,0.0,0.0,162.518,137.479,139.502,103.50399999999999,74.494,131.538,86.49000000000001,59.485000000000014,66.47200000000001,68.518,34.510999999999996,270.0,63.480999999999995,19.514999999999986,270.0,169.471,169.445,270.0,167.47199999999998,270.0,270.0,270.0,270.0,270.0,270.0,1.92
275.457,298.458,271.511,262.505,252.555,323.455,322.512,299.529,291.497,275.495,237.493,0.0,307.533,265.516,0.0,275.452,280.49,0.0,298.514,0.0,0.0,0.0,0.0,0.0,0.0,162.512,137.479,139.498,103.483,74.48599999999999,132.485,86.50399999999999,59.489000000000004,66.469,68.51400000000001,34.52000000000001,270.0,63.48599999999999,19.508999999999986,270.0,169.45600000000002,169.451,270.0,167.49099999999999,270.0,270.0,270.0,270.0,270.0,270.0,1.96
275.446,297.514,271.514,262.508,252.555,323.451,322.514,299.522,291.493,275.49,237.491,0.0,307.527,266.473,0.0,274.514,279.517,0.0,298.513,0.0,0.0,0.0,0.0,0.0,0.0,162.52100000000002,137.48,139.498,103.48500000000001,74.487,132.487,86.512,58.548,66.469,68.513,34.525000000000006,270.0,63.48599999999999,19.504999999999995,270.0,169.451,169.454,270.0,167.482,270.0,270.0,270.0,270.0,270.0,270.0,2.0
164.542,162.474,137.517,139.499,166.501,184.515,189.486,193.488,166.494,151.515,182.52,0.0,181.503,204.506,0.0,157.518,171.466,148.515,177.508,0.0,0.0,0.0,0.0,0.0,0.0,164.518,131.502,129.529,83.483,67.511,136.465,99.517,83.50399999999999,64.499,61.50800000000001,22.502999999999986,270.0,66.47300000000001,29.494,270.0,170.4597,170.51600000000002,162.531,166.488,270.0,270.0,270.0,270.0,270.0,270.0,2.04
167.485,162.472,138.477,139.492,164.521,184.492,188.526,195.48,165.492,150.513,183.492,0.0,180.498,204.526,0.0,160.487,171.545,148.537,178.466,0.0,0.0,0.0,0.0,0.0,0.0,164.525,131.503,129.543,83.51400000000001,66.47999999999999,136.463,99.51400000000001,77.511,65.48400000000001,63.488,22.48400000000001,270.0,66.511,30.489000000000004,270.0,170.46550000000002,170.4995,162.527,164.49200000000002,270.0,270.0,270.0,270.0,270.0,270.0,2.08
170.506,162.505,138.488,139.469,163.478,185.504,189.489,194.483,164.524,150.499,184.481,0.0,179.523,204.546,0.0,162.519,172.524,149.51,179.445,0.0,0.0,0.0,0.0,0.0,0.0,165.507,131.496,129.542,84.50999999999999,65.53200000000001,135.512,99.53399999999999,80.482,65.49100000000001,63.49199999999999,23.48599999999999,270.0,66.517,31.514999999999986,270.0,170.4666,170.5104,162.54399999999998,168.473,270.0,270.0,270.0,270.0,270.0,270.0,2.12
171.534,162.504,138.49,139.49,166.52,185.505,188.544,196.502,164.509,149.528,184.481,0.0,179.51,204.533,0.0,163.538,173.508,151.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.498,131.482,129.538,82.488,62.501000000000005,135.481,97.525,67.524,66.483,64.499,23.47800000000001,270.0,68.489,32.49000000000001,270.0,170.4701,170.542,162.534,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2.16
172.519,162.515,138.492,139.474,162.483,185.507,189.487,195.523,164.525,150.487,184.49,0.0,180.462,204.525,0.0,164.507,174.512,153.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.50900000000001,131.485,129.53,83.507,64.49700000000001,135.499,98.51599999999999,68.51499999999999,66.46799999999999,64.48599999999999,23.51599999999999,270.0,67.52199999999999,31.507000000000005,270.0,170.485,171.49079999999998,163.49099999999999,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2.2
173.51,162.496,138.494,139.469,162.473,185.483,188.552,195.45,164.51,149.533,184.509,0.0,179.512,204.508,0.0,165.51,176.483,154.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.514,131.49,129.525,83.505,64.507,136.469,99.52199999999999,74.511,65.513,63.50999999999999,23.513000000000005,270.0,67.49000000000001,30.50999999999999,270.0,170.4607,170.5402,163.50400000000002,270.0,270.0,270.0,270.0,270.0,270.0,270.0,2.24
273.51,297.473,270.523,261.541,252.545,322.501,323.457,299.456,291.525,275.509,236.546,0.0,308.492,265.505,0.0,274.467,277.501,0.0,296.481,0.0,0.0,0.0,0.0,0.0,0.0,162.51600000000002,137.47,138.555,102.489,74.47800000000001,131.538,86.483,58.492999999999995,65.50800000000001,67.52799999999999,34.508999999999986,270.0,61.514999999999986,19.498999999999995,270.0,168.515,169.462,270.0,166.511,270.0,270.0,270.0,270.0,270.0,270.0,2.2800000000000002
