LAnkle;LBigToe;LEar;LElbow;LEye;LHeel;LHip;LKnee;LShoulder;LSmallToe;LWrist;MidHip;Neck;Nose;RAnkle;RBigToe;REar;RElbow;REye;RHeel;RHip;RKnee;RShoulder;RSmallToe;RWrist;time
(0.0, 0);(0.0, 0);(0.0, 0);(189.523, 98.47200000000001);(174.529, 170.5106);(0.0, 0);(181.491, 68.501);(205.533, 32.492999999999995);(185.492, 136.474);(0.0, 0);(195.538, 64.49600000000001);(167.502, 65.529);(162.516, 130.537);(177.51, 165.487);(0.0, 0);(0.0, 0);(155.53, 161.535);(139.454, 81.49799999999999);(170.468, 169.45499999999998);(0.0, 0);(154.471, 63.47999999999999);(183.511, 21.50200000000001);(139.475, 129.47);(0.0, 0);(160.486, 57.512);20.0
(0.0, 0);(0.0, 0);(0.0, 0);(189.526, 98.47300000000001);(174.503, 170.5238);(0.0, 0);(181.489, 68.49799999999999);(205.533, 32.497000000000014);(185.494, 136.475);(0.0, 0);(195.539, 64.495);(167.501, 65.525);(162.517, 130.533);(177.485, 165.49099999999999);(0.0, 0);(0.0, 0);(155.528, 161.519);(139.455, 81.494);(169.49, 169.449);(0.0, 0);(154.475, 62.513000000000005);(183.511, 21.501000000000005);(139.475, 129.463);(0.0, 0);(160.488, 57.50999999999999);20.04
(0.0, 0);(0.0, 0);(0.0, 0);(189.526, 98.477);(174.484, 170.5315);(0.0, 0);(181.488, 68.49799999999999);(205.532, 32.495000000000005);(185.484, 136.477);(0.0, 0);(195.537, 64.5);(167.5, 65.525);(162.512, 130.531);(177.476, 165.49099999999999);(0.0, 0);(0.0, 0);(155.515, 161.506);(139.456, 81.493);(168.51, 169.447);(0.0, 0);(154.473, 62.510999999999996);(183.512, 21.50200000000001);(139.474, 129.458);(0.0, 0);(160.487, 57.510999999999996);20.080000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(189.529, 98.47200000000001);(173.527, 170.5313);(0.0, 0);(180.552, 68.489);(205.531, 32.5);(185.479, 136.472);(0.0, 0);(195.54, 64.49199999999999);(167.483, 65.51499999999999);(162.502, 130.52);(176.505, 165.483);(0.0, 0);(0.0, 0);(155.475, 161.502);(139.457, 81.47900000000001);(167.516, 169.44400000000002);(0.0, 0);(153.505, 62.501000000000005);(183.506, 21.5);(139.456, 128.505);(0.0, 0);(160.502, 57.49600000000001);20.12
(0.0, 0);(0.0, 0);(0.0, 0);(189.529, 98.481);(173.493, 170.5307);(0.0, 0);(181.489, 68.49000000000001);(205.531, 32.498999999999995);(184.5, 136.473);(0.0, 0);(195.537, 64.507);(167.498, 65.518);(162.484, 130.518);(175.504, 165.486);(0.0, 0);(0.0, 0);(155.449, 161.49200000000002);(139.451, 81.49000000000001);(166.519, 168.51600000000002);(0.0, 0);(154.47, 62.501000000000005);(183.503, 21.49799999999999);(138.509, 128.494);(0.0, 0);(159.521, 57.513000000000005);20.16
(0.0, 0);(0.0, 0);(0.0, 0);(189.531, 98.477);(172.556, 170.5331);(0.0, 0);(180.55, 68.487);(205.532, 32.502999999999986);(184.494, 136.469);(0.0, 0);(195.537, 64.501);(166.522, 65.51599999999999);(162.481, 130.523);(176.485, 165.485);(0.0, 0);(0.0, 0);(155.462, 161.526);(139.446, 81.493);(167.49, 169.45600000000002);(0.0, 0);(153.502, 62.498999999999995);(183.502, 21.49799999999999);(138.502, 128.501);(0.0, 0);(160.499, 57.49799999999999);20.2
(0.0, 0);(0.0, 0);(0.0, 0);(189.532, 98.481);(172.539, 171.4847);(0.0, 0);(181.502, 68.493);(205.534, 32.495000000000005);(184.483, 136.482);(0.0, 0);(195.534, 64.513);(167.509, 65.518);(162.468, 130.53);(175.491, 165.505);(0.0, 0);(0.0, 0);(154.492, 161.50900000000001);(138.519, 81.501);(166.485, 169.458);(0.0, 0);(154.476, 62.497000000000014);(183.489, 21.5);(138.486, 128.501);(0.0, 0);(159.502, 57.525000000000006);20.240000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(189.535, 98.48400000000001);(172.532, 171.498);(0.0, 0);(181.485, 68.49700000000001);(205.528, 32.50399999999999);(184.499, 136.482);(0.0, 0);(195.533, 64.513);(167.494, 65.523);(162.471, 130.528);(174.514, 166.485);(0.0, 0);(0.0, 0);(154.466, 161.49200000000002);(138.51, 81.52799999999999);(165.522, 169.462);(0.0, 0);(154.469, 62.510999999999996);(183.486, 21.506);(138.477, 128.497);(0.0, 0);(157.516, 58.49000000000001);20.28
(0.0, 0);(0.0, 0);(0.0, 0);(189.533, 98.482);(172.514, 171.5231);(0.0, 0);(181.491, 68.5);(205.531, 32.50200000000001);(184.494, 136.484);(0.0, 0);(195.531, 64.50800000000001);(167.497, 65.523);(162.468, 130.529);(174.517, 166.515);(0.0, 0);(0.0, 0);(153.511, 161.498);(138.516, 81.518);(165.517, 169.49099999999999);(0.0, 0);(154.467, 62.50399999999999);(183.489, 21.507000000000005);(138.477, 128.493);(0.0, 0);(158.498, 58.465);20.32
(0.0, 0);(0.0, 0);(0.0, 0);(189.528, 98.489);(172.509, 171.52190000000002);(0.0, 0);(181.486, 68.49799999999999);(205.529, 32.507000000000005);(184.486, 136.474);(0.0, 0);(195.526, 65.464);(167.497, 65.523);(162.464, 130.52);(175.488, 167.478);(0.0, 0);(0.0, 0);(154.466, 161.51999999999998);(138.504, 81.525);(166.484, 169.50799999999998);(0.0, 0);(154.471, 62.508999999999986);(183.486, 21.507000000000005);(138.476, 128.469);(0.0, 0);(157.526, 58.482);20.36
(0.0, 0);(0.0, 0);(0.0, 0);(316.528, 95.47900000000001);(311.491, 160.511);(0.0, 0);(307.481, 64.47);(265.507, 19.540999999999997);(317.535, 137.493);(0.0, 0);(296.503, 57.501000000000005);(291.486, 66.48400000000001);(292.49, 137.482);(308.494, 154.462);(255.485, 0.4700000000000273);(252.51, 0.4660000000000082);(285.505, 162.463);(251.487, 104.511);(302.496, 160.482);(258.485, 0.4660000000000082);(275.538, 68.507);(238.502, 34.46199999999999);(267.487, 137.52);(0.0, 0);(243.496, 74.46700000000001);20.400000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(189.53, 98.488);(172.506, 171.5283);(0.0, 0);(181.486, 68.5);(205.527, 32.507000000000005);(184.489, 136.471);(0.0, 0);(195.528, 65.47300000000001);(167.498, 65.52600000000001);(162.462, 130.517);(174.528, 168.463);(0.0, 0);(0.0, 0);(154.507, 162.473);(138.502, 81.535);(167.497, 169.539);(0.0, 0);(154.474, 62.514999999999986);(183.484, 21.508999999999986);(138.473, 128.468);(0.0, 0);(157.518, 58.49199999999999);20.44
(0.0, 0);(0.0, 0);(0.0, 0);(189.525, 98.489);(172.498, 173.4814);(0.0, 0);(181.499, 68.512);(205.523, 32.494);(183.517, 136.483);(0.0, 0);(195.531, 65.489);(168.482, 65.53399999999999);(161.518, 130.522);(175.488, 168.51999999999998);(0.0, 0);(0.0, 0);(155.466, 162.49099999999999);(138.512, 81.52600000000001);(167.504, 170.4804);(0.0, 0);(154.494, 63.48599999999999);(183.485, 21.51400000000001);(138.483, 128.463);(0.0, 0);(158.488, 58.46700000000001);20.48
(0.0, 0);(0.0, 0);(0.0, 0);(189.52, 98.499);(172.489, 173.50130000000001);(0.0, 0);(181.503, 68.519);(205.532, 32.50800000000001);(183.509, 136.486);(0.0, 0);(195.522, 65.49600000000001);(168.485, 66.46600000000001);(161.514, 130.527);(174.509, 169.47);(0.0, 0);(0.0, 0);(155.492, 162.519);(138.511, 81.529);(168.485, 170.5017);(0.0, 0);(154.501, 63.492999999999995);(183.482, 22.486999999999995);(138.483, 128.478);(0.0, 0);(157.537, 58.47900000000001);20.52
(0.0, 0);(0.0, 0);(0.0, 0);(316.476, 94.495);(309.504, 156.49099999999999);(0.0, 0);(307.505, 63.504999999999995);(266.461, 20.49199999999999);(317.53, 137.451);(0.0, 0);(297.489, 57.468999999999994);(291.499, 66.475);(292.506, 137.461);(307.475, 152.459);(256.506, 0.4689999999999941);(0.0, 0);(284.501, 161.469);(251.496, 104.518);(300.493, 156.48399999999998);(259.465, 0.4660000000000082);(275.541, 68.49199999999999);(238.523, 33.53399999999999);(267.503, 137.512);(0.0, 0);(243.494, 74.47300000000001);20.56
(0.0, 0);(0.0, 0);(0.0, 0);(316.479, 94.51400000000001);(308.541, 156.49200000000002);(0.0, 0);(307.512, 63.510999999999996);(266.485, 20.506);(318.494, 137.462);(0.0, 0);(298.475, 57.51599999999999);(291.507, 66.47800000000001);(292.514, 137.466);(306.478, 151.512);(255.508, 0.47100000000000364);(252.513, 0.46699999999998454);(284.472, 161.473);(251.491, 104.50399999999999);(299.511, 155.534);(258.483, 0.46699999999998454);(276.468, 68.50200000000001);(239.487, 33.53399999999999);(267.504, 137.512);(0.0, 0);(243.491, 73.525);20.6
(0.0, 0);(0.0, 0);(0.0, 0);(316.477, 94.50200000000001);(308.527, 155.536);(0.0, 0);(307.515, 63.50399999999999);(266.474, 20.498999999999995);(318.501, 136.513);(0.0, 0);(297.513, 57.50800000000001);(291.506, 66.47399999999999);(292.521, 137.453);(306.457, 151.49099999999999);(255.515, 0.4700000000000273);(0.0, 0);(284.47, 161.44799999999998);(251.491, 104.50299999999999);(299.485, 155.512);(258.493, 0.46699999999998454);(276.463, 68.49700000000001);(238.524, 33.535);(267.512, 137.508);(0.0, 0);(243.492, 73.494);20.64
(0.0, 0);(0.0, 0);(0.0, 0);(316.48, 94.50800000000001);(308.516, 155.539);(0.0, 0);(307.523, 63.498999999999995);(266.472, 20.518);(318.5, 137.456);(0.0, 0);(298.465, 57.508999999999986);(291.509, 66.469);(292.517, 137.461);(305.512, 151.497);(256.486, 0.4689999999999941);(0.0, 0);(284.458, 160.501);(251.488, 104.49700000000001);(299.481, 155.507);(258.495, 0.46699999999998454);(275.539, 68.487);(238.525, 33.536);(267.509, 137.509);(0.0, 0);(243.489, 73.481);20.68
(0.0, 0);(0.0, 0);(0.0, 0);(316.489, 95.47900000000001);(308.508, 155.536);(0.0, 0);(307.498, 63.502999999999986);(266.461, 20.50399999999999);(317.537, 137.45);(0.0, 0);(298.497, 58.462999999999994);(291.492, 66.47399999999999);(292.515, 137.464);(305.488, 151.489);(255.518, 0.4700000000000273);(0.0, 0);(284.457, 161.44400000000002);(251.489, 104.499);(299.464, 155.501);(258.487, 0.46699999999998454);(275.531, 68.49799999999999);(238.506, 34.456999999999994);(267.511, 137.518);(0.0, 0);(243.485, 73.47);20.72
(0.0, 0);(0.0, 0);(0.0, 0);(316.484, 94.51599999999999);(308.501, 155.531);(0.0, 0);(307.527, 63.485000000000014);(265.515, 20.50999999999999);(318.487, 136.517);(0.0, 0);(298.477, 57.48599999999999);(291.523, 66.46600000000001);(292.521, 137.464);(305.477, 151.483);(256.507, 0.4700000000000273);(0.0, 0);(284.468, 160.519);(251.49, 104.50399999999999);(299.46, 155.497);(258.482, 0.46699999999998454);(276.479, 68.49100000000001);(238.496, 34.46199999999999);(267.51, 137.523);(0.0, 0);(243.485, 73.47399999999999);20.76
(0.0, 0);(0.0, 0);(0.0, 0);(316.487, 95.501);(308.492, 155.527);(0.0, 0);(307.529, 62.50999999999999);(265.503, 20.512);(318.491, 136.498);(0.0, 0);(298.519, 58.462999999999994);(291.525, 66.465);(292.527, 137.459);(304.512, 151.478);(256.49, 0.4700000000000273);(252.523, 0.46800000000001774);(284.464, 161.45);(251.49, 104.506);(299.455, 155.497);(258.494, 0.4660000000000082);(276.482, 68.494);(238.494, 34.47);(267.511, 137.525);(0.0, 0);(243.489, 73.46799999999999);20.8
(0.0, 0);(0.0, 0);(0.0, 0);(189.523, 98.488);(172.505, 174.5159);(0.0, 0);(180.534, 68.5);(205.512, 33.46799999999999);(184.48, 135.495);(0.0, 0);(195.541, 64.51499999999999);(166.508, 65.52199999999999);(162.466, 130.511);(175.485, 169.541);(0.0, 0);(0.0, 0);(155.456, 162.542);(138.493, 81.53399999999999);(168.493, 171.48930000000001);(0.0, 0);(153.49, 62.504999999999995);(183.496, 21.506);(138.481, 128.486);(0.0, 0);(158.494, 58.47399999999999);20.84
(0.0, 0);(0.0, 0);(0.0, 0);(316.498, 95.494);(308.496, 155.53);(0.0, 0);(307.489, 63.512);(265.506, 20.514999999999986);(317.521, 136.504);(0.0, 0);(299.487, 58.492999999999995);(291.482, 66.487);(292.509, 137.461);(304.515, 151.476);(255.517, 0.4700000000000273);(252.532, 0.46699999999998454);(283.526, 161.45600000000002);(251.493, 104.49199999999999);(299.451, 155.49599999999998);(258.494, 0.4660000000000082);(275.534, 68.51499999999999);(238.508, 34.471000000000004);(267.51, 137.522);(0.0, 0);(243.477, 73.451);20.88
(0.0, 0);(0.0, 0);(0.0, 0);(316.507, 95.493);(308.496, 155.53);(0.0, 0);(307.484, 63.50800000000001);(265.517, 20.514999999999986);(317.532, 136.489);(0.0, 0);(299.5, 58.5);(291.483, 66.48500000000001);(292.515, 137.455);(304.515, 151.477);(255.519, 0.4700000000000273);(252.515, 0.46699999999998454);(283.529, 161.453);(251.488, 104.49799999999999);(299.45, 155.497);(258.494, 0.4660000000000082);(275.533, 68.51499999999999);(238.51, 34.47);(267.513, 137.521);(0.0, 0);(243.474, 73.45599999999999);20.92
(0.0, 0);(0.0, 0);(0.0, 0);(316.505, 95.49000000000001);(308.496, 155.531);(0.0, 0);(307.468, 63.495000000000005);(266.462, 20.508999999999986);(317.534, 136.493);(0.0, 0);(299.458, 58.483000000000004);(291.462, 66.47800000000001);(292.512, 137.457);(304.515, 151.478);(255.509, 0.4700000000000273);(0.0, 0);(283.531, 161.457);(251.486, 104.50299999999999);(299.451, 155.497);(258.488, 0.4660000000000082);(275.52, 68.511);(238.517, 33.53299999999999);(267.511, 137.522);(0.0, 0);(243.474, 73.47900000000001);20.96
(0.0, 0);(0.0, 0);(0.0, 0);(316.522, 95.50299999999999);(308.496, 155.53);(0.0, 0);(307.496, 64.47200000000001);(265.516, 20.513000000000005);(317.536, 136.518);(0.0, 0);(299.47, 58.49600000000001);(291.495, 66.49199999999999);(292.519, 137.466);(304.515, 151.48000000000002);(256.487, 0.4700000000000273);(252.508, 0.46699999999998454);(283.529, 161.445);(251.489, 104.494);(299.451, 155.497);(258.505, 0.464999999999975);(276.465, 68.524);(238.521, 34.46700000000001);(267.514, 137.521);(0.0, 0);(243.474, 73.477);21.0
(0.0, 0);(0.0, 0);(0.0, 0);(316.514, 95.482);(308.498, 155.524);(0.0, 0);(307.496, 63.508999999999986);(265.514, 20.5);(318.489, 136.499);(0.0, 0);(299.456, 58.48599999999999);(291.493, 66.489);(292.525, 137.457);(304.517, 151.477);(255.516, 0.4700000000000273);(252.494, 0.4660000000000082);(283.53, 160.50799999999998);(251.489, 104.483);(299.453, 155.495);(258.498, 0.464999999999975);(276.461, 68.523);(238.516, 34.471000000000004);(267.517, 137.516);(0.0, 0);(243.476, 73.46700000000001);21.04
(0.0, 0);(0.0, 0);(0.0, 0);(316.515, 95.47900000000001);(308.497, 155.519);(0.0, 0);(307.507, 64.469);(265.507, 21.49199999999999);(318.496, 136.495);(0.0, 0);(299.477, 58.477000000000004);(291.504, 66.488);(292.53, 137.453);(304.508, 151.477);(256.482, 0.4700000000000273);(252.516, 0.4660000000000082);(283.541, 161.447);(251.488, 104.482);(299.456, 155.493);(258.504, 0.464999999999975);(276.468, 68.52099999999999);(238.522, 34.465);(267.52, 137.515);(0.0, 0);(243.476, 73.469);21.080000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(316.53, 94.5);(308.496, 155.515);(0.0, 0);(307.506, 64.471);(265.514, 21.48599999999999);(318.507, 136.482);(0.0, 0);(299.48, 58.49600000000001);(291.503, 66.488);(292.536, 137.448);(304.512, 151.473);(255.518, 0.4700000000000273);(0.0, 0);(283.534, 161.45499999999998);(251.49, 104.483);(299.461, 155.49099999999999);(258.495, 0.4660000000000082);(276.467, 68.52099999999999);(238.525, 33.537000000000006);(267.52, 137.515);(0.0, 0);(243.474, 73.46700000000001);21.12
(0.0, 0);(0.0, 0);(0.0, 0);(316.519, 94.49700000000001);(308.494, 155.51600000000002);(0.0, 0);(307.508, 63.504999999999995);(265.51, 21.486999999999995);(318.498, 136.483);(0.0, 0);(299.481, 58.47800000000001);(291.505, 66.47999999999999);(292.533, 137.448);(304.511, 151.47199999999998);(256.482, 0.4689999999999941);(0.0, 0);(283.532, 161.45499999999998);(251.497, 104.49199999999999);(299.461, 155.49099999999999);(258.501, 0.4660000000000082);(276.471, 68.51400000000001);(238.526, 33.53200000000001);(267.519, 137.519);(0.0, 0);(243.478, 73.49199999999999);21.16
(0.0, 0);(0.0, 0);(0.0, 0);(316.521, 94.49100000000001);(308.495, 155.51600000000002);(0.0, 0);(307.512, 63.495000000000005);(265.512, 21.488);(318.492, 136.482);(0.0, 0);(299.487, 58.488);(291.509, 66.47300000000001);(292.532, 137.448);(304.507, 150.517);(256.488, 0.4689999999999941);(0.0, 0);(283.533, 161.45600000000002);(251.495, 104.481);(299.46, 155.49);(258.504, 0.4660000000000082);(276.474, 68.50999999999999);(238.525, 33.536);(267.519, 137.523);(0.0, 0);(243.479, 73.476);21.2
(0.0, 0);(0.0, 0);(0.0, 0);(316.526, 94.495);(308.496, 155.515);(0.0, 0);(307.507, 63.49600000000001);(265.512, 20.520999999999987);(318.496, 136.481);(0.0, 0);(299.494, 58.50399999999999);(291.505, 66.476);(292.536, 137.449);(304.512, 151.473);(256.483, 0.4700000000000273);(0.0, 0);(283.542, 160.514);(251.499, 104.482);(299.463, 155.49);(258.498, 0.46699999999998454);(276.466, 68.517);(238.525, 33.53299999999999);(267.521, 137.524);(0.0, 0);(243.484, 73.49700000000001);21.240000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(316.518, 94.49600000000001);(308.496, 155.512);(0.0, 0);(307.527, 63.49199999999999);(265.512, 20.508999999999986);(318.492, 136.487);(0.0, 0);(299.486, 58.497000000000014);(291.52, 66.47300000000001);(292.536, 137.453);(304.511, 151.473);(255.516, 0.4700000000000273);(0.0, 0);(284.458, 160.50799999999998);(251.503, 104.482);(299.465, 155.49);(258.498, 0.4660000000000082);(276.476, 68.51499999999999);(239.488, 33.53800000000001);(267.522, 137.526);(0.0, 0);(243.495, 73.529);21.28
(0.0, 0);(0.0, 0);(0.0, 0);(316.53, 94.5);(308.497, 155.513);(0.0, 0);(307.528, 63.497000000000014);(265.505, 20.519000000000005);(318.499, 136.485);(0.0, 0);(299.499, 58.512);(291.527, 66.477);(292.541, 137.449);(304.511, 151.474);(256.482, 0.4689999999999941);(0.0, 0);(284.462, 160.505);(251.503, 104.483);(299.466, 155.489);(258.505, 0.464999999999975);(276.485, 68.518);(238.521, 34.46700000000001);(267.521, 137.519);(0.0, 0);(243.496, 74.471);21.32
(0.0, 0);(0.0, 0);(0.0, 0);(316.53, 94.51499999999999);(308.498, 155.514);(0.0, 0);(307.526, 63.501000000000005);(265.496, 20.519000000000005);(318.492, 136.492);(0.0, 0);(299.491, 58.513000000000005);(291.524, 66.47999999999999);(292.537, 137.451);(304.51, 151.475);(256.483, 0.4689999999999941);(252.486, 0.464999999999975);(284.463, 160.50400000000002);(251.5, 104.475);(299.466, 155.489);(258.509, 0.464999999999975);(276.483, 68.52099999999999);(238.516, 34.471000000000004);(267.521, 137.517);(0.0, 0);(243.494, 74.46199999999999);21.36
(0.0, 0);(0.0, 0);(0.0, 0);(316.54, 95.48400000000001);(308.501, 155.51999999999998);(0.0, 0);(307.519, 63.51400000000001);(265.498, 20.52000000000001);(318.495, 136.5);(0.0, 0);(299.51, 58.543000000000006);(291.519, 66.489);(292.532, 137.451);(304.516, 151.48000000000002);(255.518, 0.4700000000000273);(252.494, 0.4660000000000082);(284.463, 160.502);(251.499, 104.471);(299.467, 155.49200000000002);(258.501, 0.464999999999975);(276.483, 69.49100000000001);(238.515, 34.476);(267.515, 137.511);(0.0, 0);(243.494, 73.536);21.400000000000002
(0.0, 0);(0.0, 0);(0.0, 0);(316.538, 95.49100000000001);(308.503, 155.52100000000002);(0.0, 0);(307.509, 63.512);(265.493, 21.49000000000001);(318.492, 136.499);(0.0, 0);(299.532, 59.495000000000005);(291.51, 66.489);(292.529, 137.452);(305.473, 151.485);(255.516, 0.4700000000000273);(252.498, 0.4660000000000082);(284.462, 160.499);(251.499, 104.47200000000001);(299.468, 155.494);(258.499, 0.464999999999975);(276.479, 69.49000000000001);(238.516, 34.47900000000001);(267.515, 137.515);(0.0, 0);(243.494, 73.535);21.44
(0.0, 0);(0.0, 0);(0.0, 0);(316.54, 95.501);(308.506, 155.522);(0.0, 0);(307.518, 64.47399999999999);(265.505, 21.491000000000014);(318.495, 136.502);(0.0, 0);(299.528, 59.49000000000001);(291.516, 66.495);(292.533, 137.451);(305.476, 151.486);(255.518, 0.4700000000000273);(252.501, 0.4660000000000082);(284.462, 160.495);(251.5, 104.471);(299.468, 155.494);(258.5, 0.464999999999975);(276.482, 69.49600000000001);(238.519, 34.47800000000001);(267.519, 137.512);(0.0, 0);(243.494, 73.535);21.48
(0.0, 0);(0.0, 0);(0.0, 0);(189.518, 97.50800000000001);(173.523, 172.4966);(0.0, 0);(180.504, 68.50899999999999);(205.509, 33.46000000000001);(184.514, 134.515);(0.0, 0);(196.481, 63.488);(165.504, 66.47200000000001);(162.502, 130.521);(177.485, 169.44799999999998);(0.0, 0);(0.0, 0);(156.468, 164.505);(139.461, 81.47399999999999);(170.5, 170.5199);(0.0, 0);(151.495, 63.50999999999999);(183.492, 21.498999999999995);(139.457, 129.463);(0.0, 0);(162.519, 56.518);21.52
(0.0, 0);(0.0, 0);(0.0, 0);(316.54, 95.505);(308.507, 155.522);(0.0, 0);(307.528, 64.475);(265.499, 20.52199999999999);(318.491, 136.501);(0.0, 0);(299.516, 58.54499999999999);(291.522, 66.49100000000001);(292.531, 137.451);(305.478, 151.486);(255.513, 0.4700000000000273);(252.492, 0.4660000000000082);(284.462, 160.49099999999999);(251.503, 104.48500000000001);(299.468, 155.493);(258.497, 0.464999999999975);(276.482, 69.488);(238.523, 34.47900000000001);(267.518, 137.512);(0.0, 0);(243.502, 73.52799999999999);21.56
(0.0, 0);(0.0, 0);(0.0, 0);(316.538, 95.49199999999999);(308.506, 155.522);(0.0, 0);(307.524, 63.507000000000005);(265.501, 20.52000000000001);(318.488, 136.498);(0.0, 0);(299.5, 58.516999999999996);(291.52, 66.483);(292.529, 137.449);(305.477, 151.486);(255.507, 0.4700000000000273);(0.0, 0);(284.464, 160.489);(251.502, 104.48500000000001);(299.468, 155.494);(258.489, 0.4660000000000082);(276.48, 68.52000000000001);(239.485, 34.47);(267.518, 137.512);(0.0, 0);(243.504, 73.524);21.6
(0.0, 0);(0.0, 0);(0.0, 0);(316.544, 94.51499999999999);(308.506, 155.522);(0.0, 0);(307.513, 63.504999999999995);(265.504, 20.52199999999999);(318.494, 136.491);(0.0, 0);(299.514, 58.53800000000001);(291.512, 66.47900000000001);(292.531, 137.446);(305.477, 151.486);(255.511, 0.4700000000000273);(0.0, 0);(284.464, 160.49);(251.502, 104.481);(299.469, 155.495);(258.491, 0.4660000000000082);(276.476, 68.51499999999999);(238.525, 34.46799999999999);(267.518, 137.512);(0.0, 0);(243.504, 73.52000000000001);21.64
(0.0, 0);(0.0, 0);(0.0, 0);(316.544, 95.50200000000001);(308.506, 155.52100000000002);(0.0, 0);(307.529, 63.502999999999986);(265.502, 20.518);(318.492, 136.494);(0.0, 0);(299.5, 58.53);(291.529, 66.476);(292.53, 137.445);(305.476, 151.486);(255.519, 0.4700000000000273);(0.0, 0);(284.463, 160.49);(251.497, 104.481);(299.47, 155.495);(258.497, 0.4660000000000082);(276.491, 68.511);(238.52, 34.47399999999999);(267.519, 137.51);(0.0, 0);(243.503, 73.507);21.68
(0.0, 0);(0.0, 0);(0.0, 0);(316.546, 95.507);(308.506, 155.524);(0.0, 0);(307.513, 64.47900000000001);(265.498, 20.52199999999999);(318.49, 136.498);(0.0, 0);(299.526, 59.483000000000004);(291.516, 66.49100000000001);(292.529, 137.448);(305.477, 151.488);(255.519, 0.4700000000000273);(0.0, 0);(284.463, 160.497);(251.5, 104.476);(299.47, 155.497);(258.496, 0.46699999999998454);(276.486, 69.48599999999999);(238.525, 34.47);(267.519, 137.512);(0.0, 0);(243.502, 73.50399999999999);21.72
(0.0, 0);(0.0, 0);(0.0, 0);(316.54, 95.51599999999999);(308.506, 155.526);(0.0, 0);(307.518, 63.50999999999999);(265.494, 20.52199999999999);(318.493, 136.504);(0.0, 0);(299.519, 59.492999999999995);(291.516, 66.47900000000001);(292.529, 137.45);(305.479, 151.489);(256.48, 0.4689999999999941);(0.0, 0);(284.462, 160.498);(251.499, 104.47399999999999);(299.47, 155.49599999999998);(258.498, 0.4660000000000082);(276.478, 68.511);(238.52, 34.47200000000001);(267.519, 137.512);(0.0, 0);(243.502, 73.50200000000001);21.76
(0.0, 0);(0.0, 0);(0.0, 0);(316.527, 95.50200000000001);(308.51, 155.527);(0.0, 0);(308.47, 64.47399999999999);(265.501, 20.51599999999999);(318.488, 136.502);(0.0, 0);(299.507, 58.52099999999999);(291.531, 66.483);(292.529, 137.45);(305.486, 151.488);(256.482, 0.4689999999999941);(0.0, 0);(284.458, 160.498);(251.499, 104.475);(299.473, 155.495);(258.501, 0.46699999999998454);(276.49, 68.512);(238.522, 34.47);(267.52, 137.512);(0.0, 0);(243.502, 73.50399999999999);21.8
(0.0, 0);(0.0, 0);(0.0, 0);(316.524, 95.494);(308.513, 155.527);(0.0, 0);(307.529, 63.50999999999999);(265.498, 20.518);(318.49, 136.506);(0.0, 0);(299.496, 58.50399999999999);(291.528, 66.475);(292.532, 137.451);(305.493, 151.48399999999998);(256.479, 0.4689999999999941);(0.0, 0);(283.539, 160.498);(251.501, 104.47800000000001);(299.477, 155.493);(258.499, 0.46699999999998454);(276.488, 68.50200000000001);(238.517, 34.46000000000001);(267.52, 137.512);(0.0, 0);(243.501, 73.531);21.84
(0.0, 0);(0.0, 0);(0.0, 0);(316.524, 95.51499999999999);(308.517, 155.537);(0.0, 0);(307.528, 63.514999999999986);(265.507, 20.52000000000001);(318.484, 136.51);(0.0, 0);(299.505, 58.52699999999999);(291.525, 66.47800000000001);(292.527, 137.453);(305.502, 151.494);(256.485, 0.4689999999999941);(0.0, 0);(283.539, 160.483);(251.501, 104.47800000000001);(299.483, 155.503);(258.498, 0.46699999999998454);(276.485, 68.50200000000001);(238.525, 34.458);(267.518, 137.511);(0.0, 0);(243.5, 73.52799999999999);21.88
(0.0, 0);(0.0, 0);(0.0, 0);(316.523, 95.51400000000001);(308.518, 155.538);(0.0, 0);(307.53, 63.504999999999995);(265.516, 21.48599999999999);(317.537, 136.512);(0.0, 0);(299.507, 58.53200000000001);(291.529, 66.47200000000001);(292.527, 137.454);(305.504, 151.495);(256.483, 0.4700000000000273);(0.0, 0);(283.539, 160.489);(251.501, 104.47999999999999);(299.484, 155.50400000000002);(258.498, 0.46699999999998454);(276.489, 68.49600000000001);(238.525, 34.456999999999994);(267.519, 137.511);(0.0, 0);(243.5, 73.52699999999999);21.92
(0.0, 0);(0.0, 0);(0.0, 0);(316.523, 95.50800000000001);(308.519, 155.538);(0.0, 0);(308.47, 63.501000000000005);(265.517, 21.486999999999995);(317.536, 136.505);(0.0, 0);(299.502, 58.528999999999996);(291.531, 66.47);(292.527, 137.451);(305.508, 151.49599999999998);(256.486, 0.4700000000000273);(0.0, 0);(283.536, 160.488);(251.5, 104.47999999999999);(299.485, 155.50799999999998);(258.497, 0.46699999999998454);(276.492, 68.49199999999999);(239.485, 33.542);(267.519, 137.509);(0.0, 0);(243.5, 73.524);21.96
