LAnkle;LBigToe;LEar;LElbow;LEye;LHeel;LHip;LKnee;LShoulder;LSmallToe;LWrist;MidHip;Neck;Nose;RAnkle;RBigToe;REar;RElbow;REye;RHeel;RHip;RKnee;RShoulder;RSmallToe;RWrist;time
(0.0, 0);(0.0, 0);(308.517, 168.47899999999998);(323.456, 85.501);(301.538, 170.4562);(0.0, 0);(308.504, 62.494);(266.492, 19.518);(322.49, 133.51);(0.0, 0);(299.471, 59.516999999999996);(291.512, 65.53200000000001);(295.518, 137.466);(298.509, 162.54500000000002);(0.0, 0);(0.0, 0);(282.482, 166.50799999999998);(260.538, 99.517);(291.484, 169.517);(0.0, 0);(275.485, 68.50399999999999);(237.519, 34.471000000000004);(268.552, 138.501);(0.0, 0);(252.494, 73.453);0.0
(0.0, 0);(0.0, 0);(178.472, 161.463);(188.515, 90.489);(172.507, 161.522);(0.0, 0);(179.481, 68.51400000000001);(206.491, 32.504999999999995);(184.494, 134.512);(0.0, 0);(196.472, 106.511);(164.472, 66.51400000000001);(162.474, 130.548);(168.496, 154.548);(0.0, 0);(0.0, 0);(151.489, 161.495);(136.499, 81.495);(163.447, 161.513);(0.0, 0);(149.506, 65.46600000000001);(184.492, 20.495000000000005);(138.481, 129.513);(0.0, 0);(149.536, 98.5);0.04
(0.0, 0);(0.0, 0);(178.483, 160.514);(188.478, 90.495);(172.501, 161.522);(0.0, 0);(179.479, 68.50299999999999);(206.497, 32.50200000000001);(184.514, 134.515);(0.0, 0);(196.489, 107.50999999999999);(164.465, 66.50200000000001);(162.462, 130.547);(167.505, 154.555);(0.0, 0);(0.0, 0);(150.503, 161.503);(136.507, 81.488);(162.503, 161.536);(0.0, 0);(149.492, 65.45400000000001);(184.5, 20.501000000000005);(137.496, 129.503);(0.0, 0);(148.53, 97.505);0.08
(0.0, 0);(0.0, 0);(178.49, 160.51600000000002);(187.503, 90.52699999999999);(172.491, 161.519);(0.0, 0);(179.484, 68.512);(206.503, 32.494);(184.495, 135.477);(0.0, 0);(196.469, 103.5);(164.463, 66.50800000000001);(161.495, 130.545);(167.486, 154.553);(0.0, 0);(0.0, 0);(150.503, 161.50900000000001);(135.505, 81.47800000000001);(162.493, 161.534);(0.0, 0);(149.484, 65.45500000000001);(184.501, 20.495000000000005);(136.507, 129.502);(0.0, 0);(147.543, 96.512);0.12
(0.0, 0);(0.0, 0);(178.484, 161.46699999999998);(187.53, 94.488);(172.477, 161.531);(0.0, 0);(179.477, 68.51499999999999);(206.5, 32.49000000000001);(184.505, 135.478);(0.0, 0);(193.507, 99.488);(164.462, 66.50999999999999);(161.518, 130.547);(166.516, 154.56);(0.0, 0);(0.0, 0);(150.497, 161.511);(134.495, 81.517);(162.479, 161.542);(0.0, 0);(149.484, 65.459);(184.488, 20.506);(137.481, 129.509);(0.0, 0);(147.496, 96.47300000000001);0.16
(0.0, 0);(0.0, 0);(178.466, 161.465);(188.49, 97.487);(172.459, 161.526);(0.0, 0);(179.48, 67.53299999999999);(206.493, 32.504999999999995);(183.515, 135.475);(0.0, 0);(188.537, 96.501);(164.467, 66.49199999999999);(161.513, 130.534);(166.491, 155.48000000000002);(0.0, 0);(0.0, 0);(150.485, 161.50400000000002);(136.503, 80.517);(162.47, 161.529);(0.0, 0);(149.499, 64.51599999999999);(184.488, 20.49000000000001);(137.497, 129.489);(0.0, 0);(147.524, 95.495);0.2
(0.0, 0);(0.0, 0);(177.513, 161.46800000000002);(188.535, 89.50299999999999);(171.542, 161.538);(0.0, 0);(179.485, 68.5);(206.506, 32.47999999999999);(183.5, 134.516);(0.0, 0);(187.521, 98.54599999999999);(164.481, 66.501);(161.5, 130.533);(165.54, 155.49599999999998);(0.0, 0);(0.0, 0);(149.519, 161.49200000000002);(136.499, 81.44900000000001);(161.517, 161.543);(0.0, 0);(149.515, 65.45500000000001);(185.475, 19.531000000000006);(137.49, 129.484);(0.0, 0);(149.532, 97.47399999999999);0.24
(0.0, 0);(0.0, 0);(177.511, 161.469);(188.536, 90.47300000000001);(171.541, 161.537);(0.0, 0);(179.498, 68.519);(206.497, 32.50399999999999);(181.536, 135.489);(0.0, 0);(189.503, 104.488);(164.494, 66.52000000000001);(160.491, 130.545);(165.536, 155.49599999999998);(0.0, 0);(0.0, 0);(149.513, 161.499);(136.506, 80.505);(161.514, 161.542);(0.0, 0);(149.528, 65.482);(184.505, 20.50800000000001);(136.513, 129.493);(0.0, 0);(156.475, 99.49700000000001);0.28
(0.0, 0);(0.0, 0);(177.514, 161.47);(187.536, 90.52099999999999);(171.542, 161.536);(0.0, 0);(179.481, 68.49799999999999);(206.493, 32.50800000000001);(183.499, 134.507);(0.0, 0);(192.513, 103.49100000000001);(164.48, 66.49700000000001);(161.484, 130.545);(165.538, 155.493);(0.0, 0);(0.0, 0);(149.513, 161.49599999999998);(136.49, 80.506);(161.514, 161.54000000000002);(0.0, 0);(149.516, 64.511);(183.519, 20.524);(136.513, 129.499);(0.0, 0);(159.509, 98.512);0.32
(0.0, 0);(0.0, 0);(177.516, 161.474);(188.528, 90.535);(171.543, 161.538);(0.0, 0);(179.484, 68.523);(206.485, 32.50200000000001);(182.51, 135.508);(0.0, 0);(195.462, 109.507);(164.484, 66.50200000000001);(160.518, 131.485);(165.536, 155.498);(0.0, 0);(0.0, 0);(149.52, 161.503);(136.487, 80.499);(161.516, 161.546);(0.0, 0);(149.523, 64.506);(184.489, 20.52199999999999);(136.517, 129.51);(0.0, 0);(154.484, 93.50800000000001);0.36
(0.0, 0);(0.0, 0);(177.507, 161.475);(188.476, 90.475);(172.458, 161.54000000000002);(0.0, 0);(179.471, 68.52199999999999);(205.538, 32.508999999999986);(182.519, 135.488);(0.0, 0);(195.49, 108.517);(164.463, 66.50399999999999);(160.508, 130.549);(166.49, 155.495);(0.0, 0);(0.0, 0);(149.514, 161.493);(134.51, 80.517);(161.519, 161.546);(0.0, 0);(149.492, 64.51499999999999);(184.482, 21.48400000000001);(136.49, 129.503);(0.0, 0);(148.549, 89.46600000000001);0.4
(0.0, 0);(0.0, 0);(177.498, 161.47);(188.508, 90.481);(172.464, 161.543);(0.0, 0);(179.478, 68.51599999999999);(205.54, 32.507000000000005);(182.512, 135.48);(0.0, 0);(195.492, 111.495);(164.469, 66.499);(160.484, 130.545);(166.5, 155.494);(0.0, 0);(0.0, 0);(149.501, 161.486);(134.491, 81.48400000000001);(162.458, 161.547);(0.0, 0);(149.503, 64.51400000000001);(183.516, 21.488);(135.514, 129.497);(0.0, 0);(148.496, 88.47200000000001);0.44
(0.0, 0);(0.0, 0);(177.49, 161.46800000000002);(188.484, 89.52199999999999);(172.469, 162.453);(0.0, 0);(179.467, 68.51499999999999);(205.53, 32.514999999999986);(182.511, 134.484);(0.0, 0);(195.52, 112.47);(164.461, 66.49600000000001);(160.492, 130.536);(166.517, 155.51);(0.0, 0);(0.0, 0);(149.522, 161.493);(134.492, 81.44999999999999);(162.476, 162.464);(0.0, 0);(149.494, 64.506);(184.5, 20.50800000000001);(135.508, 129.492);(0.0, 0);(148.508, 88.5);0.48
(0.0, 0);(0.0, 0);(177.488, 161.471);(188.533, 90.46799999999999);(172.476, 162.461);(0.0, 0);(179.473, 68.51400000000001);(205.536, 32.513000000000005);(182.505, 134.491);(0.0, 0);(195.528, 114.483);(164.471, 66.49700000000001);(160.5, 130.546);(167.484, 155.525);(0.0, 0);(0.0, 0);(149.539, 161.511);(134.492, 80.512);(162.49, 162.47899999999998);(0.0, 0);(149.505, 65.45400000000001);(184.492, 21.488);(135.517, 129.506);(0.0, 0);(148.533, 89.46199999999999);0.52
(0.0, 0);(0.0, 0);(177.495, 161.481);(188.467, 89.53999999999999);(172.479, 162.47199999999998);(0.0, 0);(179.487, 69.49700000000001);(205.527, 32.510999999999996);(181.526, 133.512);(0.0, 0);(195.543, 113.529);(164.487, 66.512);(159.514, 130.524);(167.503, 155.535);(0.0, 0);(0.0, 0);(149.531, 161.506);(136.505, 80.465);(162.495, 162.47899999999998);(0.0, 0);(149.519, 65.459);(184.514, 20.524);(135.514, 129.488);(0.0, 0);(154.488, 97.50200000000001);0.56
(0.0, 0);(0.0, 0);(177.509, 161.489);(187.532, 90.54599999999999);(172.491, 162.49);(0.0, 0);(179.491, 69.51400000000001);(205.539, 32.498999999999995);(181.531, 135.483);(0.0, 0);(196.474, 113.48500000000001);(164.482, 66.52000000000001);(159.498, 130.534);(168.508, 156.507);(0.0, 0);(0.0, 0);(150.502, 161.523);(134.524, 81.452);(163.45, 162.49099999999999);(0.0, 0);(149.508, 65.458);(185.482, 20.51599999999999);(135.497, 129.476);(0.0, 0);(155.457, 99.50299999999999);0.6
(0.0, 0);(0.0, 0);(178.489, 161.526);(187.522, 90.52199999999999);(172.517, 162.50799999999998);(0.0, 0);(179.496, 69.50800000000001);(206.506, 32.465);(181.536, 135.506);(0.0, 0);(197.493, 115.529);(164.492, 66.52000000000001);(159.501, 130.553);(170.47, 156.517);(0.0, 0);(0.0, 0);(150.509, 161.527);(137.486, 80.507);(163.488, 162.489);(0.0, 0);(149.524, 65.465);(185.485, 20.49799999999999);(136.485, 129.498);(0.0, 0);(151.494, 107.499);0.64
(0.0, 0);(0.0, 0);(178.514, 161.54399999999998);(187.496, 90.51400000000001);(172.55, 162.518);(0.0, 0);(179.495, 69.50800000000001);(206.503, 32.474999999999994);(182.501, 135.499);(0.0, 0);(197.502, 109.51499999999999);(164.488, 66.51400000000001);(160.495, 130.547);(170.507, 156.522);(0.0, 0);(0.0, 0);(150.514, 161.54500000000002);(135.487, 81.463);(163.515, 162.502);(0.0, 0);(149.516, 64.507);(185.478, 20.501000000000005);(136.506, 129.493);(0.0, 0);(147.531, 98.52099999999999);0.68
(0.0, 0);(0.0, 0);(179.446, 162.452);(186.512, 90.54400000000001);(173.487, 162.51999999999998);(0.0, 0);(179.472, 70.49000000000001);(206.496, 32.465);(182.488, 135.494);(0.0, 0);(197.523, 106.517);(164.48, 66.525);(159.512, 130.541);(171.451, 156.522);(0.0, 0);(0.0, 0);(151.484, 162.459);(138.483, 79.47999999999999);(163.535, 162.502);(0.0, 0);(149.517, 65.46100000000001);(185.497, 20.501000000000005);(135.519, 129.486);(0.0, 0);(147.524, 103.493);0.72
(0.0, 0);(0.0, 0);(179.462, 162.454);(187.485, 90.53899999999999);(173.499, 162.523);(0.0, 0);(179.487, 70.489);(206.498, 31.51400000000001);(182.514, 135.511);(0.0, 0);(200.491, 107.5);(164.491, 66.52600000000001);(160.517, 130.548);(171.465, 156.512);(0.0, 0);(0.0, 0);(151.518, 161.524);(138.468, 79.5);(164.454, 162.49599999999998);(0.0, 0);(149.527, 65.465);(185.499, 20.50200000000001);(137.483, 129.499);(0.0, 0);(146.472, 98.51499999999999);0.76
(0.0, 0);(0.0, 0);(179.465, 161.551);(187.488, 90.55000000000001);(173.504, 162.512);(0.0, 0);(179.485, 70.48500000000001);(205.537, 32.492999999999995);(182.509, 135.5);(0.0, 0);(198.507, 106.52699999999999);(164.484, 66.52099999999999);(160.486, 130.548);(171.471, 156.498);(0.0, 0);(0.0, 0);(152.481, 161.513);(139.488, 78.483);(164.466, 162.482);(0.0, 0);(149.514, 65.459);(185.496, 20.51599999999999);(136.493, 129.487);(0.0, 0);(146.461, 107.524);0.8
(0.0, 0);(0.0, 0);(179.483, 162.458);(187.48, 90.53800000000001);(173.521, 162.512);(0.0, 0);(179.489, 69.50399999999999);(206.487, 32.48400000000001);(183.493, 136.46);(0.0, 0);(198.494, 105.537);(164.484, 66.50899999999999);(161.473, 130.553);(171.486, 156.49599999999998);(0.0, 0);(0.0, 0);(153.48, 161.51);(137.503, 81.50899999999999);(164.483, 162.475);(0.0, 0);(149.509, 64.507);(185.504, 21.48599999999999);(136.504, 129.494);(0.0, 0);(142.486, 106.505);0.84
(0.0, 0);(0.0, 0);(179.487, 162.465);(187.506, 91.48400000000001);(173.528, 162.518);(0.0, 0);(179.486, 69.51599999999999);(206.485, 32.49000000000001);(183.495, 136.463);(0.0, 0);(198.496, 105.51599999999999);(164.48, 66.518);(161.513, 131.48);(171.495, 156.512);(0.0, 0);(0.0, 0);(153.506, 161.5);(134.509, 84.50800000000001);(164.491, 162.482);(0.0, 0);(149.501, 65.457);(185.499, 21.486999999999995);(138.495, 129.509);(0.0, 0);(138.483, 87.50200000000001);0.88
(0.0, 0);(0.0, 0);(179.485, 162.474);(187.491, 90.51400000000001);(173.539, 162.526);(0.0, 0);(179.49, 70.483);(205.54, 32.49199999999999);(184.48, 135.507);(0.0, 0);(198.501, 106.49700000000001);(164.485, 66.51499999999999);(160.512, 130.529);(171.516, 156.517);(0.0, 0);(0.0, 0);(153.504, 161.5);(137.514, 78.518);(164.508, 162.48399999999998);(0.0, 0);(149.505, 64.507);(185.495, 21.486999999999995);(136.494, 129.469);(0.0, 0);(144.499, 100.49700000000001);0.92
(0.0, 0);(0.0, 0);(179.52, 162.47);(188.461, 90.52699999999999);(174.503, 162.519);(0.0, 0);(179.474, 70.487);(205.535, 32.501000000000005);(184.497, 135.485);(0.0, 0);(197.51, 107.50800000000001);(164.466, 66.52699999999999);(160.482, 130.529);(171.524, 156.51999999999998);(0.0, 0);(0.0, 0);(153.51, 161.49599999999998);(137.507, 78.499);(164.514, 162.482);(0.0, 0);(149.485, 65.465);(185.491, 21.491000000000014);(134.521, 129.473);(0.0, 0);(144.484, 99.50299999999999);0.96
(0.0, 0);(0.0, 0);(179.531, 162.462);(188.509, 90.523);(175.52, 162.523);(0.0, 0);(179.459, 70.48400000000001);(205.529, 32.510999999999996);(184.496, 134.509);(0.0, 0);(196.514, 109.511);(163.541, 66.53200000000001);(161.49, 130.541);(172.481, 156.527);(0.0, 0);(0.0, 0);(154.483, 161.502);(137.514, 78.50999999999999);(165.491, 162.485);(0.0, 0);(149.485, 65.47);(185.484, 21.494);(136.504, 129.52);(0.0, 0);(142.495, 100.51599999999999);1.0
(0.0, 0);(0.0, 0);(0.0, 0);(187.498, 90.537);(175.516, 162.55200000000002);(0.0, 0);(179.463, 69.51400000000001);(205.514, 32.513000000000005);(183.505, 135.516);(0.0, 0);(197.507, 108.487);(164.472, 66.52600000000001);(161.502, 131.486);(172.506, 157.51600000000002);(0.0, 0);(0.0, 0);(154.483, 161.493);(137.518, 81.517);(165.517, 162.5);(0.0, 0);(149.515, 65.469);(185.495, 20.504999999999995);(137.502, 129.525);(0.0, 0);(144.511, 110.487);1.04
(0.0, 0);(0.0, 0);(0.0, 0);(187.493, 90.52099999999999);(177.485, 162.55700000000002);(0.0, 0);(179.446, 70.50800000000001);(205.517, 32.512);(182.523, 135.49);(0.0, 0);(197.507, 108.51599999999999);(164.459, 67.481);(160.493, 130.557);(173.49, 158.50799999999998);(0.0, 0);(0.0, 0);(154.507, 161.538);(136.503, 81.507);(167.513, 162.527);(0.0, 0);(149.503, 65.48599999999999);(184.489, 21.510999999999996);(135.503, 129.533);(0.0, 0);(146.481, 105.488);1.08
(0.0, 0);(0.0, 0);(0.0, 0);(187.516, 90.49000000000001);(177.488, 163.49599999999998);(0.0, 0);(179.46, 70.50200000000001);(205.508, 33.44800000000001);(182.522, 136.473);(0.0, 0);(199.481, 112.47);(164.463, 67.482);(159.518, 131.481);(173.525, 159.476);(0.0, 0);(0.0, 0);(155.449, 161.53199999999998);(134.519, 81.488);(168.509, 162.522);(0.0, 0);(149.496, 65.494);(183.483, 22.48599999999999);(135.484, 129.499);(0.0, 0);(144.516, 97.519);1.12
(0.0, 0);(0.0, 0);(0.0, 0);(187.507, 90.525);(178.484, 163.513);(0.0, 0);(179.48, 70.489);(205.528, 32.494);(182.505, 135.487);(0.0, 0);(199.507, 113.453);(164.477, 66.53299999999999);(159.489, 130.526);(175.483, 159.50400000000002);(0.0, 0);(0.0, 0);(155.462, 161.542);(134.494, 80.512);(170.478, 162.551);(0.0, 0);(149.505, 65.47200000000001);(185.476, 21.485000000000014);(134.495, 129.458);(0.0, 0);(147.45, 100.513);1.16
(0.0, 0);(0.0, 0);(0.0, 0);(187.496, 90.542);(178.469, 163.529);(0.0, 0);(179.473, 70.493);(205.513, 32.514999999999986);(181.51, 134.495);(0.0, 0);(198.512, 113.488);(164.479, 66.531);(159.484, 130.514);(174.52, 159.512);(0.0, 0);(0.0, 0);(155.471, 161.54399999999998);(135.52, 79.50899999999999);(170.464, 162.55599999999998);(0.0, 0);(149.516, 65.46700000000001);(185.504, 20.524);(135.493, 129.456);(0.0, 0);(146.492, 99.49600000000001);1.2
(0.0, 0);(0.0, 0);(0.0, 0);(187.483, 90.54499999999999);(178.473, 163.505);(0.0, 0);(179.462, 70.50899999999999);(205.518, 32.51400000000001);(181.503, 136.462);(0.0, 0);(198.521, 113.495);(164.475, 66.53200000000001);(158.519, 130.545);(175.509, 159.485);(0.0, 0);(0.0, 0);(155.521, 161.481);(138.462, 78.50899999999999);(170.499, 162.507);(0.0, 0);(149.52, 65.465);(185.503, 20.51400000000001);(135.513, 129.477);(0.0, 0);(147.444, 101.494);1.24
(0.0, 0);(0.0, 0);(0.0, 0);(187.492, 90.53999999999999);(178.458, 163.51999999999998);(0.0, 0);(179.47, 70.50800000000001);(205.524, 32.507000000000005);(181.492, 135.483);(0.0, 0);(199.518, 113.477);(164.477, 66.53);(158.501, 130.523);(175.518, 160.461);(0.0, 0);(0.0, 0);(155.522, 161.48399999999998);(137.515, 78.50899999999999);(170.513, 162.514);(0.0, 0);(149.514, 65.46100000000001);(185.501, 20.519000000000005);(135.508, 129.464);(0.0, 0);(146.493, 101.487);1.28
(0.0, 0);(0.0, 0);(0.0, 0);(187.49, 91.49199999999999);(177.506, 163.53199999999998);(0.0, 0);(179.483, 70.49199999999999);(205.533, 32.47200000000001);(181.525, 136.487);(0.0, 0);(199.501, 111.49000000000001);(164.493, 66.51499999999999);(158.521, 130.535);(176.483, 160.476);(0.0, 0);(0.0, 0);(155.531, 161.486);(138.51, 76.51400000000001);(171.444, 162.522);(0.0, 0);(149.533, 64.50800000000001);(186.47, 19.519000000000005);(136.484, 129.449);(0.0, 0);(145.517, 100.50899999999999);1.32
(0.0, 0);(0.0, 0);(0.0, 0);(187.491, 91.48500000000001);(178.463, 163.53);(0.0, 0);(179.48, 70.48500000000001);(205.529, 32.480999999999995);(181.525, 136.506);(0.0, 0);(199.491, 112.483);(164.49, 66.511);(158.52, 130.545);(176.503, 160.469);(0.0, 0);(0.0, 0);(155.528, 161.498);(138.475, 78.499);(171.46, 162.526);(0.0, 0);(149.529, 64.50200000000001);(186.463, 19.525000000000006);(135.502, 129.448);(0.0, 0);(147.449, 103.50999999999999);1.36
(0.0, 0);(0.0, 0);(0.0, 0);(187.466, 90.55099999999999);(177.506, 163.535);(0.0, 0);(179.486, 70.483);(205.516, 32.504999999999995);(182.487, 136.489);(0.0, 0);(198.519, 110.494);(164.495, 66.51599999999999);(159.495, 130.543);(176.499, 160.476);(0.0, 0);(0.0, 0);(155.538, 161.49099999999999);(133.495, 83.50200000000001);(171.46, 162.523);(0.0, 0);(149.529, 64.511);(185.493, 20.489000000000004);(135.509, 129.453);(0.0, 0);(135.488, 84.49600000000001);1.4000000000000001
(0.0, 0);(0.0, 0);(0.0, 0);(187.498, 91.489);(178.458, 163.53300000000002);(0.0, 0);(179.512, 69.501);(206.487, 31.510999999999996);(182.516, 136.465);(0.0, 0);(202.497, 113.49700000000001);(164.507, 66.50999999999999);(159.504, 130.533);(175.521, 160.47899999999998);(0.0, 0);(0.0, 0);(155.509, 161.485);(137.481, 79.50899999999999);(170.505, 162.524);(0.0, 0);(150.485, 64.50200000000001);(185.498, 20.49000000000001);(135.512, 129.448);(0.0, 0);(147.467, 103.49799999999999);1.44
(0.0, 0);(0.0, 0);(0.0, 0);(187.505, 91.52799999999999);(177.505, 163.537);(0.0, 0);(179.52, 69.51499999999999);(205.54, 31.508999999999986);(182.52, 136.467);(0.0, 0);(202.511, 113.507);(164.517, 66.52099999999999);(159.491, 130.54);(175.493, 160.46800000000002);(0.0, 0);(0.0, 0);(155.479, 161.48000000000002);(138.464, 79.482);(170.467, 162.524);(0.0, 0);(150.494, 65.45599999999999);(185.497, 19.537000000000006);(135.501, 129.461);(0.0, 0);(147.499, 105.53200000000001);1.48
(0.0, 0);(0.0, 0);(0.0, 0);(187.497, 91.531);(177.486, 164.50799999999998);(0.0, 0);(179.517, 69.513);(205.525, 32.474999999999994);(182.502, 136.476);(0.0, 0);(203.51, 111.494);(164.517, 66.512);(158.52, 130.539);(175.492, 160.494);(0.0, 0);(0.0, 0);(155.495, 161.47899999999998);(137.494, 79.487);(170.465, 162.53300000000002);(0.0, 0);(150.5, 64.50399999999999);(185.507, 20.492999999999995);(135.502, 129.458);(0.0, 0);(146.495, 104.50200000000001);1.52
(0.0, 0);(0.0, 0);(0.0, 0);(187.542, 92.50200000000001);(177.486, 165.497);(0.0, 0);(179.507, 70.49100000000001);(205.527, 32.47800000000001);(183.49, 136.482);(0.0, 0);(203.514, 111.49000000000001);(164.504, 66.52600000000001);(159.484, 130.54);(175.49, 160.51999999999998);(0.0, 0);(0.0, 0);(155.456, 161.501);(137.511, 79.49700000000001);(169.499, 163.483);(0.0, 0);(149.53, 65.46100000000001);(185.511, 20.494);(135.487, 129.458);(0.0, 0);(146.504, 105.49799999999999);1.56
(0.0, 0);(0.0, 0);(0.0, 0);(187.525, 92.505);(177.493, 165.50799999999998);(0.0, 0);(179.508, 70.48400000000001);(205.522, 32.483000000000004);(183.494, 136.485);(0.0, 0);(203.482, 108.489);(164.504, 66.52000000000001);(159.485, 130.543);(175.486, 161.449);(0.0, 0);(0.0, 0);(154.497, 161.511);(137.514, 79.513);(169.481, 163.498);(0.0, 0);(149.533, 64.511);(185.505, 20.50399999999999);(134.524, 129.466);(0.0, 0);(146.502, 105.537);1.6
(0.0, 0);(0.0, 0);(0.0, 0);(187.53, 91.519);(176.512, 166.514);(0.0, 0);(179.512, 70.50800000000001);(205.52, 32.48599999999999);(183.508, 136.512);(0.0, 0);(201.49, 112.48500000000001);(164.508, 66.529);(159.512, 130.554);(174.486, 161.482);(0.0, 0);(0.0, 0);(155.46, 161.505);(139.473, 77.501);(168.491, 164.506);(0.0, 0);(150.486, 64.50999999999999);(185.508, 20.501000000000005);(135.506, 129.465);(0.0, 0);(147.443, 105.476);1.6400000000000001
(0.0, 0);(0.0, 0);(0.0, 0);(187.498, 95.505);(175.487, 168.502);(0.0, 0);(179.473, 71.49199999999999);(205.532, 32.486999999999995);(184.491, 136.493);(0.0, 0);(198.513, 104.501);(164.488, 67.482);(160.51, 130.555);(172.552, 161.523);(0.0, 0);(0.0, 0);(153.507, 161.454);(138.494, 78.501);(164.553, 164.512);(0.0, 0);(149.535, 65.47);(185.515, 20.495000000000005);(137.477, 129.481);(0.0, 0);(146.486, 105.45500000000001);1.68
(0.0, 0);(0.0, 0);(299.523, 167.501);(323.442, 85.5);(282.487, 168.476);(0.0, 0);(308.487, 62.50200000000001);(265.517, 19.49600000000001);(323.459, 131.537);(0.0, 0);(299.482, 59.502999999999986);(291.514, 65.53200000000001);(297.514, 137.47);(275.526, 162.46800000000002);(0.0, 0);(0.0, 0);(0.0, 0);(262.49, 102.488);(275.495, 169.45499999999998);(0.0, 0);(275.506, 68.511);(237.493, 34.5);(271.499, 139.492);(0.0, 0);(252.508, 73.453);1.72
(0.0, 0);(0.0, 0);(178.512, 164.517);(188.488, 94.5);(172.509, 169.511);(0.0, 0);(179.468, 70.513);(205.524, 32.50200000000001);(182.514, 135.517);(0.0, 0);(199.498, 104.47800000000001);(164.463, 67.49199999999999);(160.517, 131.496);(170.492, 162.54399999999998);(0.0, 0);(0.0, 0);(150.52, 162.5);(135.489, 82.50999999999999);(163.457, 168.51999999999998);(0.0, 0);(149.496, 65.50899999999999);(185.515, 20.498999999999995);(136.517, 129.523);(0.0, 0);(153.484, 98.52000000000001);1.76
(0.0, 0);(0.0, 0);(177.508, 163.539);(187.518, 89.499);(171.528, 169.522);(0.0, 0);(179.471, 70.51499999999999);(205.519, 32.49600000000001);(182.516, 135.498);(0.0, 0);(191.514, 99.483);(164.481, 67.49600000000001);(160.511, 131.493);(166.499, 162.54399999999998);(0.0, 0);(0.0, 0);(148.529, 162.513);(138.468, 82.49600000000001);(159.5, 169.465);(0.0, 0);(149.523, 65.525);(185.508, 21.49000000000001);(136.494, 129.522);(0.0, 0);(154.486, 91.524);1.8
(0.0, 0);(0.0, 0);(177.498, 163.53300000000002);(190.504, 99.493);(171.462, 169.539);(0.0, 0);(179.481, 69.50999999999999);(205.51, 33.45500000000001);(182.522, 136.465);(0.0, 0);(187.525, 95.49199999999999);(164.48, 66.53899999999999);(161.502, 131.52);(164.549, 163.47899999999998);(0.0, 0);(0.0, 0);(148.53, 162.49599999999998);(138.517, 84.50999999999999);(157.515, 169.47199999999998);(0.0, 0);(149.527, 65.50399999999999);(185.5, 21.516999999999996);(137.51, 130.472);(0.0, 0);(164.533, 91.52199999999999);1.84
(0.0, 0);(0.0, 0);(299.469, 167.497);(322.518, 86.50200000000001);(281.473, 169.441);(0.0, 0);(308.483, 62.507000000000005);(265.514, 19.524);(323.453, 132.486);(0.0, 0);(299.507, 59.50999999999999);(291.51, 65.529);(297.514, 137.481);(275.474, 162.518);(0.0, 0);(0.0, 0);(0.0, 0);(262.497, 102.511);(275.476, 169.48000000000002);(0.0, 0);(275.501, 68.50200000000001);(237.512, 34.497000000000014);(271.507, 139.511);(0.0, 0);(252.527, 73.49799999999999);1.8800000000000001
(0.0, 0);(0.0, 0);(176.507, 163.494);(188.542, 100.49799999999999);(170.512, 170.4591);(0.0, 0);(180.489, 67.50200000000001);(205.498, 31.504999999999995);(183.514, 135.508);(0.0, 0);(187.487, 82.523);(164.541, 66.46600000000001);(162.466, 131.506);(164.491, 163.539);(0.0, 0);(0.0, 0);(148.494, 162.51600000000002);(139.446, 82.511);(156.547, 169.525);(0.0, 0);(150.512, 64.488);(184.514, 22.492999999999995);(138.478, 130.463);(0.0, 0);(164.505, 82.463);1.92
(0.0, 0);(0.0, 0);(176.516, 164.501);(189.489, 100.49000000000001);(170.499, 170.48770000000002);(0.0, 0);(180.473, 67.49199999999999);(205.493, 31.50800000000001);(184.484, 136.462);(0.0, 0);(188.496, 79.489);(164.539, 65.525);(161.515, 131.498);(164.477, 164.498);(0.0, 0);(0.0, 0);(148.487, 162.517);(139.446, 84.50999999999999);(156.533, 169.531);(0.0, 0);(150.506, 64.487);(182.505, 24.464);(137.511, 129.528);(0.0, 0);(162.491, 76.525);1.96
(0.0, 0);(0.0, 0);(177.487, 165.487);(188.549, 100.51599999999999);(170.513, 170.4984);(0.0, 0);(180.532, 66.475);(204.536, 28.514999999999986);(184.501, 136.469);(0.0, 0);(192.506, 87.49000000000001);(165.513, 64.49600000000001);(162.47, 131.496);(164.487, 164.506);(0.0, 0);(0.0, 0);(148.497, 162.53199999999998);(139.515, 82.517);(156.548, 169.542);(0.0, 0);(150.517, 61.49799999999999);(182.501, 23.474999999999994);(138.471, 129.52);(0.0, 0);(168.495, 73.49799999999999);2.0
(0.0, 0);(0.0, 0);(298.491, 167.47899999999998);(322.513, 86.50999999999999);(279.485, 169.44400000000002);(0.0, 0);(307.535, 62.50999999999999);(266.466, 19.507000000000005);(323.449, 131.533);(0.0, 0);(299.529, 59.49600000000001);(291.498, 65.52799999999999);(297.512, 137.479);(274.512, 162.507);(0.0, 0);(0.0, 0);(0.0, 0);(262.51, 103.488);(274.504, 168.49200000000002);(0.0, 0);(275.492, 68.50299999999999);(237.491, 34.52000000000001);(271.511, 139.502);(0.0, 0);(252.551, 74.47999999999999);2.04
