LAnkle;LBigToe;LEar;LElbow;LEye;LHeel;LHip;LKnee;LShoulder;LSmallToe;LWrist;MidHip;Neck;Nose;RAnkle;RBigToe;REar;RElbow;REye;RHeel;RHip;RKnee;RShoulder;RSmallToe;RWrist;time
(0.0, 0);(0.0, 0);(307.482, 168.465);(323.466, 89.476);(297.476, 168.461);(0.0, 0);(308.511, 63.495000000000005);(267.503, 22.485000000000014);(323.457, 132.501);(0.0, 0);(300.476, 59.497000000000014);(292.479, 66.47300000000001);(298.468, 136.513);(291.479, 161.45999999999998);(0.0, 0);(0.0, 0);(277.525, 165.502);(264.483, 99.524);(284.49, 166.514);(0.0, 0);(276.498, 68.49000000000001);(236.527, 34.55000000000001);(271.517, 138.483);(0.0, 0);(252.555, 73.505);7.76
(0.0, 0);(0.0, 0);(307.466, 167.477);(323.469, 89.47200000000001);(298.47, 166.507);(0.0, 0);(308.511, 64.477);(267.526, 23.479000000000013);(323.457, 132.503);(0.0, 0);(300.497, 59.52099999999999);(292.481, 66.489);(298.465, 136.508);(291.514, 160.501);(0.0, 0);(0.0, 0);(278.497, 164.487);(263.518, 99.525);(284.516, 165.50799999999998);(0.0, 0);(276.503, 68.50399999999999);(236.541, 34.55000000000001);(271.504, 138.478);(0.0, 0);(252.554, 73.507);7.8
(0.0, 0);(0.0, 0);(307.474, 166.489);(323.473, 89.46199999999999);(298.483, 166.487);(0.0, 0);(308.508, 63.492999999999995);(267.509, 22.502999999999986);(323.457, 132.498);(0.0, 0);(300.491, 59.52199999999999);(292.473, 66.47200000000001);(298.465, 136.506);(291.517, 160.49);(0.0, 0);(0.0, 0);(278.486, 163.531);(263.513, 99.51599999999999);(284.518, 165.501);(0.0, 0);(276.488, 68.487);(236.536, 34.547);(271.504, 138.479);(0.0, 0);(252.557, 73.505);7.84
(0.0, 0);(0.0, 0);(307.474, 166.495);(323.472, 89.45400000000001);(298.481, 166.485);(0.0, 0);(308.519, 63.494);(267.506, 22.508999999999986);(323.46, 132.498);(0.0, 0);(300.481, 59.506);(292.483, 66.476);(298.468, 136.505);(291.518, 160.487);(0.0, 0);(0.0, 0);(278.487, 163.513);(263.516, 99.50999999999999);(284.517, 165.489);(0.0, 0);(276.5, 68.493);(236.536, 34.54400000000001);(271.502, 138.479);(0.0, 0);(252.547, 73.487);7.88
(0.0, 0);(0.0, 0);(177.481, 162.529);(188.502, 98.49700000000001);(169.496, 169.489);(0.0, 0);(179.5, 68.51599999999999);(204.491, 33.497000000000014);(183.495, 135.492);(0.0, 0);(193.505, 66.488);(164.491, 66.505);(161.516, 130.557);(163.461, 162.55200000000002);(0.0, 0);(0.0, 0);(148.473, 162.53);(139.526, 82.531);(156.475, 169.49);(0.0, 0);(149.503, 65.464);(184.505, 22.489000000000004);(138.486, 129.528);(0.0, 0);(165.493, 56.50200000000001);7.92
(0.0, 0);(0.0, 0);(307.477, 167.48000000000002);(323.472, 88.506);(298.473, 166.50900000000001);(0.0, 0);(308.508, 63.492999999999995);(267.49, 21.507000000000005);(323.452, 132.506);(0.0, 0);(300.474, 59.51599999999999);(292.476, 66.47399999999999);(297.512, 136.514);(291.514, 160.51);(0.0, 0);(0.0, 0);(278.494, 164.49099999999999);(263.516, 100.48599999999999);(284.519, 165.513);(0.0, 0);(276.494, 68.488);(236.496, 35.513000000000005);(271.485, 138.483);(0.0, 0);(252.555, 73.51400000000001);7.96
(0.0, 0);(0.0, 0);(307.474, 168.465);(323.463, 88.495);(297.492, 167.476);(0.0, 0);(308.51, 63.506);(267.507, 21.498999999999995);(322.516, 132.502);(0.0, 0);(300.474, 59.516999999999996);(292.476, 66.487);(297.507, 136.513);(291.494, 160.51999999999998);(0.0, 0);(0.0, 0);(277.541, 166.49099999999999);(264.493, 100.49700000000001);(284.509, 166.49200000000002);(0.0, 0);(276.496, 68.501);(236.503, 35.51400000000001);(271.491, 138.483);(0.0, 0);(252.553, 73.512);8.0
(0.0, 0);(0.0, 0);(177.504, 162.53);(188.495, 98.511);(170.457, 169.488);(0.0, 0);(179.497, 68.501);(204.51, 33.50999999999999);(183.488, 135.483);(0.0, 0);(193.505, 66.52799999999999);(164.488, 66.49000000000001);(161.513, 130.554);(163.472, 162.54000000000002);(0.0, 0);(0.0, 0);(148.477, 162.53);(139.533, 82.499);(156.484, 169.487);(0.0, 0);(149.5, 64.50800000000001);(184.515, 23.506);(138.486, 129.528);(0.0, 0);(166.513, 55.497000000000014);8.040000000000001
(0.0, 0);(0.0, 0);(177.503, 162.524);(188.502, 98.51599999999999);(170.466, 169.48399999999998);(0.0, 0);(179.5, 68.505);(204.509, 33.507000000000005);(183.49, 135.488);(0.0, 0);(193.506, 67.489);(164.489, 66.494);(161.517, 130.556);(163.482, 162.541);(0.0, 0);(0.0, 0);(148.477, 162.535);(139.532, 82.49799999999999);(156.49, 169.489);(0.0, 0);(149.5, 64.51400000000001);(185.475, 23.492999999999995);(138.486, 129.528);(0.0, 0);(166.508, 55.501000000000005);8.08
(0.0, 0);(0.0, 0);(307.461, 168.482);(322.514, 88.464);(293.506, 168.51600000000002);(0.0, 0);(308.517, 63.50200000000001);(267.519, 22.48400000000001);(323.448, 131.531);(0.0, 0);(299.471, 58.50800000000001);(292.48, 66.489);(297.503, 136.514);(288.492, 161.53300000000002);(0.0, 0);(0.0, 0);(277.493, 166.50799999999998);(263.52, 100.499);(283.498, 168.495);(0.0, 0);(276.494, 68.506);(236.538, 35.486999999999995);(271.496, 138.481);(0.0, 0);(253.48, 73.518);8.120000000000001
(0.0, 0);(0.0, 0);(306.511, 167.48000000000002);(323.449, 87.493);(292.534, 169.45499999999998);(0.0, 0);(308.515, 63.506);(267.509, 23.488);(323.45, 131.514);(0.0, 0);(299.475, 58.510999999999996);(292.485, 66.49000000000001);(297.516, 136.502);(285.534, 162.477);(0.0, 0);(0.0, 0);(277.481, 168.462);(263.514, 99.53);(283.459, 169.464);(0.0, 0);(276.502, 68.50800000000001);(236.526, 35.49799999999999);(271.496, 138.481);(0.0, 0);(252.554, 73.50999999999999);8.16
(0.0, 0);(0.0, 0);(306.475, 167.502);(323.442, 87.493);(292.504, 169.458);(0.0, 0);(308.509, 63.51400000000001);(267.504, 22.50200000000001);(323.448, 131.52);(0.0, 0);(298.52, 58.501000000000005);(292.483, 66.49600000000001);(297.504, 136.511);(285.506, 162.464);(0.0, 0);(0.0, 0);(276.546, 167.473);(263.516, 99.536);(282.503, 169.454);(0.0, 0);(276.506, 68.51400000000001);(236.535, 35.512);(271.497, 138.486);(0.0, 0);(252.558, 73.51499999999999);8.2
(0.0, 0);(0.0, 0);(177.516, 162.50900000000001);(188.513, 98.50899999999999);(170.495, 169.474);(0.0, 0);(179.503, 68.52099999999999);(204.497, 33.50999999999999);(183.487, 135.493);(0.0, 0);(193.495, 66.49799999999999);(164.493, 66.513);(161.515, 130.556);(163.51, 162.543);(0.0, 0);(0.0, 0);(148.482, 162.522);(139.535, 82.51499999999999);(156.507, 169.487);(0.0, 0);(149.504, 65.47399999999999);(184.494, 23.49000000000001);(138.489, 129.523);(0.0, 0);(165.522, 56.47900000000001);8.24
(0.0, 0);(0.0, 0);(306.49, 168.46699999999998);(322.517, 86.5);(291.541, 169.503);(0.0, 0);(308.51, 63.508999999999986);(267.503, 22.49199999999999);(322.505, 131.519);(0.0, 0);(298.51, 58.483000000000004);(292.481, 66.49600000000001);(297.496, 136.513);(284.491, 162.506);(258.512, 0.47100000000000364);(0.0, 0);(0.0, 0);(264.493, 100.489);(281.488, 169.52100000000002);(259.479, 0.46399999999999864);(276.501, 68.518);(236.533, 35.50399999999999);(271.498, 138.498);(0.0, 0);(252.553, 73.50800000000001);8.28
(0.0, 0);(0.0, 0);(177.507, 162.511);(188.51, 98.50299999999999);(170.512, 169.463);(0.0, 0);(179.496, 69.507);(204.479, 33.497000000000014);(183.485, 135.506);(0.0, 0);(194.465, 66.47399999999999);(164.49, 66.531);(161.513, 131.482);(163.536, 162.53300000000002);(0.0, 0);(0.0, 0);(148.498, 162.51999999999998);(139.535, 82.52099999999999);(156.527, 169.477);(0.0, 0);(149.501, 65.488);(184.483, 22.485000000000014);(138.489, 129.523);(0.0, 0);(166.499, 55.502999999999986);8.32
(0.0, 0);(0.0, 0);(306.513, 169.453);(323.456, 86.51499999999999);(291.497, 169.519);(0.0, 0);(308.507, 63.497000000000014);(267.491, 21.492999999999995);(322.509, 131.532);(0.0, 0);(298.518, 58.495000000000005);(292.478, 66.48500000000001);(297.497, 137.449);(283.537, 162.538);(259.452, 0.4689999999999941);(0.0, 0);(0.0, 0);(264.513, 100.499);(280.484, 170.45749999999998);(0.0, 0);(276.499, 68.507);(236.53, 35.50399999999999);(271.491, 138.516);(0.0, 0);(252.55, 73.507);8.36
(0.0, 0);(0.0, 0);(177.51, 162.536);(188.509, 98.50800000000001);(171.443, 169.46800000000002);(0.0, 0);(179.506, 69.50399999999999);(204.489, 33.501000000000005);(182.517, 135.509);(0.0, 0);(193.499, 67.50999999999999);(164.504, 66.524);(161.503, 131.482);(164.473, 162.53);(0.0, 0);(0.0, 0);(148.513, 162.51600000000002);(139.536, 82.51499999999999);(156.547, 169.465);(0.0, 0);(149.52, 65.47900000000001);(184.5, 23.491000000000014);(138.48, 129.519);(0.0, 0);(166.507, 55.510999999999996);8.4
(0.0, 0);(0.0, 0);(307.467, 169.48399999999998);(323.459, 87.50999999999999);(291.5, 169.525);(0.0, 0);(308.511, 63.494);(267.491, 21.495000000000005);(322.507, 131.536);(0.0, 0);(299.462, 58.50999999999999);(292.485, 66.482);(297.499, 137.45);(283.538, 162.539);(259.467, 0.4689999999999941);(0.0, 0);(0.0, 0);(264.518, 100.50399999999999);(280.482, 170.463);(0.0, 0);(276.509, 68.507);(236.531, 35.50200000000001);(271.496, 138.518);(0.0, 0);(252.55, 73.505);8.44
(0.0, 0);(0.0, 0);(307.469, 169.48399999999998);(323.463, 87.50800000000001);(291.501, 169.525);(0.0, 0);(308.512, 63.492999999999995);(267.492, 21.5);(322.507, 131.534);(0.0, 0);(299.463, 58.50999999999999);(292.487, 66.47999999999999);(297.499, 137.45);(283.538, 162.538);(259.467, 0.4689999999999941);(0.0, 0);(0.0, 0);(264.519, 100.507);(280.481, 170.4632);(0.0, 0);(276.51, 68.50399999999999);(236.532, 35.50200000000001);(271.496, 138.518);(0.0, 0);(252.55, 73.506);8.48
(0.0, 0);(0.0, 0);(307.472, 169.486);(323.464, 87.49100000000001);(291.502, 169.524);(0.0, 0);(308.511, 63.49199999999999);(267.498, 21.50399999999999);(322.507, 131.535);(0.0, 0);(299.458, 58.497000000000014);(292.488, 66.47999999999999);(297.498, 137.45);(283.539, 162.538);(259.467, 0.4700000000000273);(0.0, 0);(0.0, 0);(264.517, 100.513);(280.48, 170.46269999999998);(0.0, 0);(276.511, 68.505);(236.532, 35.50200000000001);(271.494, 138.519);(0.0, 0);(252.551, 73.50899999999999);8.52
(0.0, 0);(0.0, 0);(178.464, 162.538);(188.508, 98.513);(171.468, 169.466);(0.0, 0);(179.495, 69.489);(204.496, 33.510999999999996);(182.507, 135.505);(0.0, 0);(193.494, 67.51400000000001);(164.49, 66.519);(161.489, 130.556);(164.516, 162.525);(0.0, 0);(0.0, 0);(148.533, 162.50900000000001);(139.539, 82.505);(157.505, 169.452);(0.0, 0);(149.5, 65.481);(184.513, 22.516999999999996);(138.469, 129.513);(0.0, 0);(166.507, 55.510999999999996);8.56
(0.0, 0);(0.0, 0);(178.47, 163.486);(188.508, 98.50899999999999);(171.466, 169.465);(0.0, 0);(179.492, 69.494);(204.49, 33.51400000000001);(182.507, 135.502);(0.0, 0);(193.496, 67.50399999999999);(164.486, 66.524);(161.492, 130.553);(164.529, 162.517);(0.0, 0);(0.0, 0);(148.545, 162.495);(139.536, 82.501);(157.519, 168.518);(0.0, 0);(149.495, 65.48599999999999);(184.509, 23.48400000000001);(138.472, 129.51);(0.0, 0);(166.517, 55.504999999999995);8.6
(0.0, 0);(0.0, 0);(178.478, 162.55700000000002);(188.509, 98.506);(171.478, 169.464);(0.0, 0);(179.491, 69.505);(204.487, 33.507000000000005);(182.506, 135.5);(0.0, 0);(193.503, 67.488);(164.485, 66.53);(161.501, 130.554);(164.541, 162.517);(0.0, 0);(0.0, 0);(148.554, 162.501);(139.537, 82.48599999999999);(157.536, 168.51999999999998);(0.0, 0);(149.495, 65.49000000000001);(184.505, 23.483000000000004);(138.489, 129.511);(0.0, 0);(167.492, 55.47999999999999);8.64
(0.0, 0);(0.0, 0);(307.482, 169.48000000000002);(323.465, 87.49600000000001);(291.51, 169.518);(0.0, 0);(308.506, 63.495000000000005);(267.499, 21.508999999999986);(322.504, 131.53);(0.0, 0);(299.463, 58.504999999999995);(292.482, 66.47999999999999);(297.492, 137.446);(283.546, 162.53199999999998);(259.457, 0.4700000000000273);(0.0, 0);(0.0, 0);(265.479, 100.52199999999999);(280.491, 170.4554);(0.0, 0);(276.506, 68.50399999999999);(236.538, 35.50200000000001);(271.484, 138.509);(0.0, 0);(252.55, 73.506);8.68
(0.0, 0);(0.0, 0);(307.479, 169.47899999999998);(323.467, 87.51400000000001);(291.509, 169.518);(0.0, 0);(308.508, 63.495000000000005);(267.496, 21.508999999999986);(322.504, 131.529);(0.0, 0);(299.466, 58.507000000000005);(292.486, 66.47900000000001);(297.491, 137.447);(283.545, 162.531);(259.46, 0.4700000000000273);(0.0, 0);(0.0, 0);(264.509, 100.50999999999999);(280.491, 170.45510000000002);(0.0, 0);(276.51, 68.50200000000001);(236.538, 35.50200000000001);(270.525, 138.51);(0.0, 0);(252.547, 73.501);8.72
(0.0, 0);(0.0, 0);(307.48, 169.48000000000002);(323.464, 87.50899999999999);(291.509, 169.51999999999998);(0.0, 0);(308.511, 63.49199999999999);(267.495, 21.506);(322.502, 131.525);(0.0, 0);(299.468, 58.50800000000001);(292.491, 66.477);(297.488, 136.519);(283.544, 162.531);(258.516, 0.4700000000000273);(0.0, 0);(0.0, 0);(264.495, 100.5);(280.49, 170.45589999999999);(259.48, 0.46399999999999864);(276.517, 68.5);(236.539, 35.502999999999986);(270.52, 138.506);(0.0, 0);(252.541, 73.489);8.76
(0.0, 0);(0.0, 0);(307.479, 169.478);(323.463, 87.501);(291.508, 169.51999999999998);(0.0, 0);(308.512, 63.494);(267.495, 21.508999999999986);(322.501, 131.521);(0.0, 0);(299.469, 58.507000000000005);(292.492, 66.47800000000001);(297.485, 136.518);(283.543, 162.53199999999998);(259.465, 0.4689999999999941);(0.0, 0);(0.0, 0);(264.486, 100.49600000000001);(280.491, 170.45569999999998);(0.0, 0);(276.519, 68.5);(236.54, 35.501000000000005);(270.517, 138.506);(0.0, 0);(252.536, 73.47999999999999);8.8
(0.0, 0);(0.0, 0);(307.48, 169.473);(323.454, 87.477);(291.507, 169.51999999999998);(0.0, 0);(308.511, 63.486999999999995);(267.492, 21.506);(322.499, 131.523);(0.0, 0);(299.46, 58.501000000000005);(292.491, 66.47200000000001);(297.48, 136.516);(283.542, 162.53300000000002);(259.463, 0.4689999999999941);(0.0, 0);(0.0, 0);(263.51, 99.535);(280.492, 170.4556);(0.0, 0);(276.516, 68.49199999999999);(236.537, 35.49799999999999);(270.505, 138.501);(0.0, 0);(252.528, 73.469);8.84
(0.0, 0);(0.0, 0);(178.497, 162.54000000000002);(188.513, 98.5);(172.458, 169.463);(0.0, 0);(179.533, 69.50399999999999);(203.529, 33.483000000000004);(182.513, 135.497);(0.0, 0);(194.459, 66.51400000000001);(164.534, 67.489);(161.493, 131.486);(166.495, 162.503);(0.0, 0);(0.0, 0);(148.49, 165.486);(140.497, 82.5);(161.491, 169.493);(0.0, 0);(150.498, 66.471);(184.487, 22.497000000000014);(138.483, 129.519);(0.0, 0);(169.485, 51.53299999999999);8.88
(0.0, 0);(0.0, 0);(177.49, 163.536);(188.516, 98.49799999999999);(171.464, 170.4674);(0.0, 0);(180.469, 67.52099999999999);(203.484, 33.50399999999999);(182.508, 135.478);(0.0, 0);(193.508, 66.524);(164.533, 66.501);(161.494, 131.481);(164.552, 162.54399999999998);(0.0, 0);(0.0, 0);(148.481, 162.538);(140.499, 84.5);(157.525, 169.461);(0.0, 0);(149.534, 65.50399999999999);(155.513, 18.49600000000001);(138.473, 129.531);(0.0, 0);(164.513, 57.47900000000001);8.92
(0.0, 0);(0.0, 0);(307.464, 169.464);(323.453, 87.47800000000001);(291.511, 169.511);(0.0, 0);(308.508, 63.486999999999995);(267.494, 21.489000000000004);(322.485, 131.522);(0.0, 0);(299.458, 58.501000000000005);(292.489, 66.475);(296.516, 136.511);(283.544, 162.522);(0.0, 0);(0.0, 0);(0.0, 0);(263.516, 100.48500000000001);(280.488, 169.54399999999998);(0.0, 0);(276.515, 68.495);(236.522, 35.50800000000001);(270.501, 138.493);(0.0, 0);(252.526, 73.46700000000001);8.96
(0.0, 0);(0.0, 0);(307.465, 169.459);(323.447, 86.51400000000001);(291.513, 169.50799999999998);(0.0, 0);(308.508, 62.51599999999999);(267.486, 20.50399999999999);(322.481, 131.513);(0.0, 0);(299.455, 58.5);(292.488, 66.46799999999999);(296.512, 136.505);(283.546, 162.517);(258.516, 0.4700000000000273);(0.0, 0);(0.0, 0);(263.507, 99.53);(280.49, 169.54000000000002);(259.487, 0.46399999999999864);(276.512, 68.49000000000001);(236.514, 35.508999999999986);(270.498, 138.49);(0.0, 0);(252.526, 73.46600000000001);9.0
(0.0, 0);(0.0, 0);(178.495, 162.534);(188.512, 98.519);(171.484, 169.45499999999998);(0.0, 0);(180.483, 68.511);(203.47, 32.485000000000014);(182.512, 135.511);(0.0, 0);(193.496, 68.49700000000001);(165.517, 66.50800000000001);(161.501, 131.481);(164.539, 162.501);(0.0, 0);(0.0, 0);(148.559, 162.49099999999999);(139.541, 88.495);(157.529, 168.513);(0.0, 0);(152.493, 65.476);(167.5, 17.504999999999995);(137.513, 129.511);(0.0, 0);(156.523, 65.49199999999999);9.040000000000001
(0.0, 0);(0.0, 0);(178.481, 162.53300000000002);(188.511, 98.52600000000001);(171.468, 169.452);(0.0, 0);(180.502, 66.52099999999999);(188.512, 19.512);(182.513, 136.466);(0.0, 0);(193.499, 70.48500000000001);(167.486, 65.50899999999999);(161.501, 131.489);(164.517, 162.503);(0.0, 0);(0.0, 0);(148.556, 162.48399999999998);(139.544, 89.47300000000001);(157.513, 168.511);(0.0, 0);(154.505, 64.49000000000001);(158.5, 10.521999999999991);(138.465, 129.514);(0.0, 0);(156.489, 64.48599999999999);9.08
(0.0, 0);(0.0, 0);(307.468, 169.45600000000002);(323.448, 87.48500000000001);(291.518, 169.50799999999998);(0.0, 0);(308.505, 62.51599999999999);(267.497, 20.518);(322.481, 131.515);(0.0, 0);(299.466, 58.504999999999995);(292.486, 66.46700000000001);(296.516, 136.503);(284.457, 162.514);(259.447, 0.4700000000000273);(0.0, 0);(0.0, 0);(263.517, 99.524);(280.493, 169.54500000000002);(0.0, 0);(276.513, 68.48500000000001);(236.527, 35.50999999999999);(270.505, 138.485);(0.0, 0);(252.527, 73.46600000000001);9.120000000000001
(0.0, 0);(0.0, 0);(178.465, 162.524);(188.524, 98.52199999999999);(171.456, 169.44299999999998);(0.0, 0);(181.525, 67.523);(202.496, 25.507000000000005);(182.515, 136.469);(0.0, 0);(193.504, 71.494);(169.508, 66.48400000000001);(161.489, 131.484);(164.497, 162.497);(0.0, 0);(0.0, 0);(148.532, 162.488);(139.533, 86.50999999999999);(157.495, 168.506);(0.0, 0);(155.513, 64.50299999999999);(184.506, 19.510999999999996);(137.512, 129.499);(0.0, 0);(160.497, 58.501000000000005);9.16
(0.0, 0);(0.0, 0);(178.477, 162.538);(188.523, 98.50999999999999);(171.457, 169.447);(0.0, 0);(181.528, 64.501);(189.501, 15.50200000000001);(182.52, 135.505);(0.0, 0);(194.467, 71.49100000000001);(168.502, 62.48599999999999);(161.498, 130.551);(164.5, 162.493);(0.0, 0);(0.0, 0);(148.52, 162.49);(140.48, 83.49700000000001);(157.492, 168.50900000000001);(0.0, 0);(154.499, 59.51400000000001);(157.511, 6.488999999999976);(137.516, 129.493);(0.0, 0);(160.503, 58.501000000000005);9.200000000000001
(0.0, 0);(0.0, 0);(178.482, 162.54500000000002);(188.528, 98.47900000000001);(171.463, 168.51);(0.0, 0);(182.498, 61.507000000000005);(191.496, 9.504000000000019);(182.523, 135.498);(0.0, 0);(194.482, 68.48599999999999);(168.501, 59.492999999999995);(161.494, 130.544);(164.505, 162.464);(0.0, 0);(0.0, 0);(148.526, 162.49200000000002);(140.468, 84.513);(157.496, 168.488);(0.0, 0);(153.506, 57.50999999999999);(159.504, 0.49200000000001864);(137.513, 129.49);(0.0, 0);(164.47, 60.495000000000005);9.24
(0.0, 0);(0.0, 0);(178.488, 162.542);(188.528, 97.52799999999999);(171.473, 168.499);(0.0, 0);(182.514, 58.528999999999996);(187.501, 0.4970000000000141);(183.485, 135.501);(0.0, 0);(194.491, 65.529);(168.492, 57.51599999999999);(161.497, 130.548);(164.517, 162.454);(0.0, 0);(0.0, 0);(148.53, 162.49200000000002);(139.539, 85.5);(157.507, 168.475);(0.0, 0);(153.478, 56.480999999999995);(159.515, 0.49099999999998545);(137.515, 129.496);(0.0, 0);(164.503, 61.494);9.28
(0.0, 0);(0.0, 0);(178.486, 162.54399999999998);(188.519, 98.482);(171.481, 168.49099999999999);(0.0, 0);(184.511, 62.50399999999999);(204.508, 24.504999999999995);(183.489, 135.509);(0.0, 0);(194.517, 70.48599999999999);(170.476, 59.514999999999986);(161.508, 130.553);(164.53, 161.546);(0.0, 0);(0.0, 0);(148.541, 162.498);(140.464, 86.48500000000001);(157.526, 168.466);(0.0, 0);(154.48, 58.483000000000004);(183.512, 19.510999999999996);(138.471, 129.496);(0.0, 0);(168.494, 62.49199999999999);9.32
(0.0, 0);(0.0, 0);(178.491, 162.54500000000002);(188.52, 98.542);(171.484, 168.49099999999999);(0.0, 0);(182.495, 59.510999999999996);(189.512, 17.498999999999995);(183.493, 135.511);(0.0, 0);(193.496, 74.495);(166.511, 58.51400000000001);(161.507, 130.555);(164.531, 161.54500000000002);(0.0, 0);(0.0, 0);(148.542, 162.498);(138.503, 84.50999999999999);(157.525, 168.465);(0.0, 0);(150.513, 57.52199999999999);(159.492, 8.502999999999986);(138.474, 129.505);(0.0, 0);(163.512, 66.513);9.36
(0.0, 0);(0.0, 0);(178.493, 162.543);(188.489, 99.50999999999999);(171.483, 168.49);(0.0, 0);(181.514, 60.508999999999986);(204.525, 31.502999999999986);(183.484, 135.514);(0.0, 0);(190.519, 81.529);(165.49, 59.502999999999986);(161.497, 130.556);(164.53, 161.542);(0.0, 0);(0.0, 0);(148.54, 162.499);(137.498, 85.495);(157.523, 168.463);(0.0, 0);(148.534, 58.506);(183.498, 25.488);(138.464, 129.505);(0.0, 0);(164.491, 68.50200000000001);9.4
(0.0, 0);(0.0, 0);(178.494, 162.546);(188.507, 98.488);(171.481, 168.487);(0.0, 0);(181.49, 59.488);(203.514, 27.501000000000005);(183.489, 135.488);(0.0, 0);(194.503, 73.46600000000001);(164.546, 58.489000000000004);(162.458, 130.546);(164.532, 161.54000000000002);(0.0, 0);(0.0, 0);(148.541, 162.502);(135.506, 84.49100000000001);(157.529, 168.458);(0.0, 0);(148.533, 57.477000000000004);(179.504, 23.5);(138.492, 129.504);(0.0, 0);(165.49, 72.46799999999999);9.44
(0.0, 0);(0.0, 0);(178.49, 162.536);(188.528, 98.48500000000001);(171.49, 168.49);(0.0, 0);(182.522, 57.504999999999995);(202.477, 27.498999999999995);(183.494, 135.491);(0.0, 0);(189.505, 81.481);(166.494, 57.464);(162.462, 130.545);(164.546, 162.452);(0.0, 0);(0.0, 0);(148.548, 162.501);(136.49, 83.51599999999999);(158.486, 168.462);(0.0, 0);(149.516, 56.476);(159.498, 9.48599999999999);(138.488, 129.5);(0.0, 0);(169.485, 72.518);9.48
(0.0, 0);(0.0, 0);(178.494, 162.537);(188.498, 98.513);(171.49, 168.488);(0.0, 0);(180.525, 59.488);(201.503, 27.504999999999995);(182.52, 135.482);(0.0, 0);(193.492, 80.51400000000001);(164.533, 58.498999999999995);(161.508, 130.546);(164.544, 161.547);(0.0, 0);(0.0, 0);(148.556, 162.501);(135.504, 84.50399999999999);(158.488, 168.45999999999998);(0.0, 0);(148.533, 57.486999999999995);(164.497, 11.505999999999972);(138.495, 129.514);(0.0, 0);(170.473, 74.46799999999999);9.52
(0.0, 0);(0.0, 0);(178.491, 162.535);(188.537, 98.49700000000001);(171.501, 168.49);(0.0, 0);(181.506, 58.52600000000001);(203.478, 31.50200000000001);(183.493, 135.482);(0.0, 0);(190.5, 82.495);(165.493, 58.48599999999999);(162.469, 130.543);(165.48, 161.549);(0.0, 0);(0.0, 0);(149.481, 162.503);(138.513, 82.53200000000001);(158.507, 168.45999999999998);(0.0, 0);(149.497, 57.46799999999999);(157.524, 9.524000000000001);(138.506, 129.507);(0.0, 0);(172.474, 74.51400000000001);9.56
(0.0, 0);(0.0, 0);(178.497, 162.535);(188.479, 97.487);(171.503, 168.49);(0.0, 0);(180.495, 57.49000000000001);(202.485, 29.49600000000001);(183.486, 134.497);(0.0, 0);(197.489, 73.501);(164.477, 56.50399999999999);(162.473, 130.537);(165.481, 161.547);(0.0, 0);(0.0, 0);(149.49, 162.503);(138.477, 83.505);(158.509, 168.459);(0.0, 0);(147.531, 55.48599999999999);(155.517, 8.504000000000019);(138.516, 129.514);(0.0, 0);(174.508, 76.511);9.6
(0.0, 0);(0.0, 0);(178.502, 162.535);(188.481, 97.453);(171.509, 168.489);(0.0, 0);(182.507, 56.483000000000004);(196.507, 16.507000000000005);(183.486, 134.504);(0.0, 0);(202.502, 72.506);(165.517, 55.488);(162.482, 130.537);(165.487, 161.548);(0.0, 0);(0.0, 0);(149.497, 162.50900000000001);(138.51, 83.494);(158.523, 168.461);(0.0, 0);(148.546, 53.49199999999999);(156.506, 8.480000000000018);(139.463, 129.508);(0.0, 0);(176.483, 79.47399999999999);9.64
(0.0, 0);(0.0, 0);(178.506, 162.53300000000002);(188.524, 98.47399999999999);(171.516, 168.49099999999999);(0.0, 0);(183.505, 57.47300000000001);(201.491, 22.492999999999995);(183.502, 134.518);(0.0, 0);(202.492, 76.50800000000001);(166.496, 56.47200000000001);(162.486, 130.54);(165.498, 162.45499999999998);(0.0, 0);(0.0, 0);(149.491, 162.512);(139.455, 83.506);(159.487, 168.463);(0.0, 0);(149.508, 53.513000000000005);(157.502, 9.488);(139.458, 129.507);(0.0, 0);(177.49, 80.49600000000001);9.68
(0.0, 0);(0.0, 0);(178.511, 162.526);(188.491, 98.46100000000001);(171.523, 168.48399999999998);(0.0, 0);(182.509, 55.508999999999986);(0.0, 0);(183.491, 134.514);(0.0, 0);(204.537, 77.507);(165.524, 54.50399999999999);(162.485, 130.547);(165.507, 161.547);(0.0, 0);(0.0, 0);(149.496, 162.51);(138.498, 84.493);(159.499, 167.518);(0.0, 0);(148.544, 52.513000000000005);(156.537, 7.499000000000024);(139.465, 129.52);(0.0, 0);(176.511, 81.482);9.72
(0.0, 0);(0.0, 0);(313.486, 167.489);(315.528, 83.50399999999999);(299.503, 169.469);(0.0, 0);(307.478, 60.514999999999986);(267.491, 18.53800000000001);(323.485, 131.497);(0.0, 0);(280.5, 75.50299999999999);(290.507, 65.50200000000001);(299.517, 137.473);(291.516, 162.511);(0.0, 0);(0.0, 0);(0.0, 0);(262.506, 107.50200000000001);(287.485, 170.4693);(0.0, 0);(273.487, 68.493);(236.468, 36.49199999999999);(275.54, 140.507);(0.0, 0);(246.512, 98.52199999999999);9.76
